logFC logCPM PValue gene_name adj_pval illumina_TPM_1 illumina_TPM_2 K562_Rep1_K562_batch1 K562_Rep2_K562_batch1
-10.0782230686767 6.07125630101324 1.43875191533658e-47 ENSG00000274536.6 1.76750672799099e-43 123 102 0 0
-4.38389735667088 6.88174664683464 1.53893657746762e-47 ENSG00000111348.8 1.89058358541897e-43 192 181 18 7
5.48480484631723 6.74676349862743 2.4985575969807e-47 ENSG00000108344.14 3.06947800789079e-43 4 3 274 175
6.08088898012551 6.56664866651132 2.88128065254425e-47 ENSG00000119333.11 3.53965328165061e-43 2 2 259 143
4.72902429099899 6.98062635270149 5.59946890516886e-47 ENSG00000065135.10 6.87894754999994e-43 7 7 325 201
-10.2159585890417 6.21091179900257 6.12151149264462e-47 ENSG00000073584.19 7.52027686871392e-43 143 105 0 0
5.21049299245833 7.62016045495781 1.75229917039785e-46 ENSG00000108639.7 2.15269953083376e-42 8 8 613 261
-3.99114119697902 7.3798793715149 2.24013087428649e-46 ENSG00000175197.12 2.75200077906095e-42 281 237 33 13
5.14066144454269 8.60959166094704 2.46332088325967e-46 ENSG00000169100.13 3.02618970508451e-42 15 19 1273 506
10.2267899994881 6.36424459268292 2.84618193303011e-46 ENSG00000269955.2 3.49653450472749e-42 0 0 200 143
11.6251479409209 7.71862321133358 3.46680215272404e-46 ENSG00000111780.8 4.25896644462148e-42 0 0 747 241
-10.0896270384539 6.08302176658848 3.5497756734491e-46 ENSG00000008952.16 4.36089941483221e-42 128 99 0 0
4.04679660485769 8.3025357225734 3.92092021361231e-46 ENSG00000116649.9 4.81685048242272e-42 27 30 904 451
4.06038754471522 8.1286976449175 4.87097136312483e-46 ENSG00000100075.9 5.98398831959885e-42 26 24 806 395
8.054775097741 12.0163713910923 9.56262610054077e-46 ENSG00000239920.2 1.17476861645143e-41 24 26 16724 4063
-9.92438729949003 5.91595114447444 2.0750286929206e-45 ENSG00000204161.13 2.54917274925296e-41 106 96 0 0
-9.92405842613933 5.91565005128099 2.68904013508732e-45 ENSG00000254505.9 3.30348580595478e-41 107 95 0 0
-3.82269455369226 7.58352803597321 1.42725452548603e-44 ENSG00000243147.7 1.75338218455959e-40 287 302 41 18
5.42294866848972 6.87149751140673 1.72273075101092e-44 ENSG00000141873.10 2.11637472761692e-40 4 4 342 163
-9.97673221740783 5.96827898113101 2.03342054187684e-44 ENSG00000189171.14 2.4980571356957e-40 100 109 0 0
-9.85880287831895 5.8499178431882 4.0625175842495e-44 ENSG00000086065.13 4.99080285225051e-40 101 92 0 0
4.73273892909126 7.84450500310771 5.07566789427316e-44 ENSG00000167747.14 6.23545800811458e-40 12 14 712 304
5.5407491056687 6.5956006754122 5.47642324488147e-44 ENSG00000184489.11 6.72778595633689e-40 3 3 272 139
-3.63295860047755 7.66014463436254 7.81059179109375e-44 ENSG00000113851.14 9.59531201535867e-40 306 309 47 23
11.1879522835854 7.29647211676532 7.92132126423808e-44 ENSG00000258674.5 9.73134317311648e-40 0 0 542 183
4.06757607501942 7.27495057098686 8.20136909239e-44 ENSG00000105669.13 1.00753819300011e-39 13 14 416 229
9.9849841506017 6.13854465604681 8.80879522438754e-44 ENSG00000271810.5 1.08216049331601e-39 0 0 184 111
4.14894287808789 7.12664850699605 8.81083086802397e-44 ENSG00000137312.14 1.08241057213674e-39 12 11 359 217
6.34685410604298 6.82234437875178 1.26084031267332e-43 ENSG00000214026.10 1.54894232411918e-39 2 2 348 149
-9.93476744428136 5.92597971970273 1.58182436685663e-43 ENSG00000171311.12 1.94327123468337e-39 97 106 0 0
3.97333253084733 7.62892550974139 3.08215741330507e-43 ENSG00000099624.7 3.78643038224528e-39 16 21 548 285
12.5291302391218 8.60143704427162 4.79298111217281e-43 ENSG00000244398.1 5.8881772963043e-39 0 0 1514 385
10.011229243711 6.16407143229136 4.93925441022597e-43 ENSG00000137285.9 6.06787404296261e-39 0 0 199 105
4.50419258735615 8.51815865320966 5.30033197753096e-43 ENSG00000161179.13 6.51145783439678e-39 24 25 1157 479
-9.82248302884775 5.81324358761357 7.00089524842457e-43 ENSG00000205707.10 8.60059981268959e-39 94 94 0 0
3.89760483525782 7.26509863963779 8.49072687079326e-43 ENSG00000155660.10 1.04308579607695e-38 15 15 401 232
-9.80464334220592 5.79554437647596 1.2478065325523e-42 ENSG00000270276.2 1.5329303252405e-38 100 86 0 0
10.600349334277 6.73070924498498 1.31148127382392e-42 ENSG00000270617.1 1.61115474489268e-38 0 0 342 132
4.23615156011117 7.08300675217514 1.99265813035824e-42 ENSG00000023191.16 2.4479805131451e-38 10 11 373 195
4.73176647969251 9.0192956498127 2.02524590762336e-42 ENSG00000111057.10 2.48801459751529e-38 31 29 1703 659
6.05094711286942 6.53511313388657 2.0409969739761e-42 ENSG00000185813.10 2.50736478252964e-38 2 2 219 163
3.74641850403535 7.84202641285785 4.2321400894282e-42 ENSG00000055118.14 5.19918409986254e-38 23 27 628 331
5.89032920276707 6.67580907583933 8.04337252333389e-42 ENSG00000160214.12 9.88128314491569e-38 3 2 238 183
4.11050461844044 8.77145637341369 1.14880559244709e-41 ENSG00000126602.10 1.41130767032125e-37 34 42 1310 600
10.1478326588379 6.29679088551909 1.37748312806898e-41 ENSG00000160284.14 1.69223802283274e-37 0 0 235 105
-9.73397373720177 5.7244761306566 1.4180561359935e-41 ENSG00000152904.11 1.74208196306801e-37 93 84 0 0
5.84733869794746 6.34850329060724 1.73809034588878e-41 ENSG00000108774.14 2.13524398992437e-37 2 2 224 119
3.88904761603965 8.89191514691194 1.74933544687928e-41 ENSG00000170421.12 2.1490585964912e-37 51 45 1403 654
-9.74368225567083 5.7340767818122 1.8065315937944e-41 ENSG00000272921.1 2.21932406297642e-37 89 89 0 0
9.88070257439884 6.04168821710523 2.05050838132183e-41 ENSG00000164897.12 2.51904954645387e-37 0 0 183 95
-3.67872419768862 8.05142099012017 2.86280325445427e-41 ENSG00000183648.9 3.51695379809707e-37 385 421 63 27
-5.26106945631635 6.09791808968082 5.17472691385654e-41 ENSG00000182093.15 6.35715201367276e-37 108 115 8 0
-9.73611918039744 5.72640689078676 6.82252679871047e-41 ENSG00000062582.13 8.38147417221582e-37 87 90 0 0
3.47361124799712 7.77575567141951 1.10596274988328e-40 ENSG00000113575.9 1.35867523823161e-36 30 27 565 328
-9.74834402345511 5.73914469742765 1.1221773795856e-40 ENSG00000112972.14 1.37859491082092e-36 99 80 0 0
5.24241407932631 6.52274541680807 1.60087633793088e-40 ENSG00000175592.8 1.96667658114809e-36 4 3 260 129
-9.6679765661198 5.65822880935675 2.024489977503e-40 ENSG00000279094.3 2.48708593736244e-36 87 82 0 0
3.71090284629127 9.29596210897236 2.05813489873619e-40 ENSG00000178952.10 2.52841872309741e-36 72 71 1800 891
10.4650640211006 6.60291977557666 4.47655212390284e-40 ENSG00000257379.1 5.49944428421464e-36 0 0 313 119
5.28156081236759 7.7594014635612 6.26420686140121e-40 ENSG00000188976.10 7.69557812923138e-36 9 8 453 432
9.81292147851677 5.97605084421309 7.34872430199352e-40 ENSG00000184363.9 9.02790780499904e-36 0 0 154 105
3.87143370679323 7.04244143950044 7.79821495507607e-40 ENSG00000064666.14 9.58010707231096e-36 14 12 330 205
-4.28249944849609 6.56184314902239 1.03190405081196e-39 ENSG00000125107.17 1.26769412642249e-35 164 134 11 10
-5.21830457443732 6.87114914678521 1.03798340578957e-39 ENSG00000110848.8 1.27516261401249e-35 157 219 9 5
5.71804459687128 6.22782463687623 1.05101026517162e-39 ENSG00000125970.11 1.29116611076333e-35 2 2 200 112
-3.40751360619657 8.21799208034338 1.33210535748179e-39 ENSG00000146425.10 1.63649143166638e-35 441 450 83 37
5.09872310886555 6.38976140413262 1.98538343590532e-39 ENSG00000127561.14 2.43904355100968e-35 3 4 229 121
-3.71332029724995 7.8654507068038 2.1874425186524e-39 ENSG00000155368.16 2.68727313416447e-35 341 370 57 21
4.35528444924697 6.63669615979886 2.37506001404699e-39 ENSG00000189306.10 2.91776122725672e-35 7 7 260 149
4.80010984718591 6.44800088564942 2.3924331336483e-39 ENSG00000104969.9 2.93910410468694e-35 5 4 221 137
3.8106179641444 7.13925816726071 4.88830956797987e-39 ENSG00000105568.17 6.00528830426327e-35 15 14 379 202
-5.16973142091807 6.03271272103638 5.14292838067529e-39 ENSG00000164898.12 6.3180875156596e-35 100 112 5 3
4.81700616364587 6.60302506948942 7.30698639543957e-39 ENSG00000130810.19 8.97663278679752e-35 6 4 232 164
6.54693527122959 7.55708363841762 7.48188822102393e-39 ENSG00000233913.7 9.19149967952789e-35 4 2 656 214
-9.59916432156237 5.58921695021696 1.04954593032664e-38 ENSG00000266967.6 1.28936717540627e-34 80 81 0 0
10.472430524713 6.61141364560309 1.12045626639444e-38 ENSG00000124208.16 1.37648052326557e-34 0 0 319 117
3.4602309471143 8.36210235156361 1.39374826159637e-38 ENSG00000188229.5 1.71221973937114e-34 40 47 801 530
-4.82876552787569 5.99541472209158 2.61911739407889e-38 ENSG00000184903.9 3.21758571862592e-34 106 100 9 1
3.56925518693983 7.40364589847638 3.74612520700618e-38 ENSG00000197172.10 4.60211481680709e-34 18 23 415 266
-3.46508624444823 6.97319276046142 4.18055081206548e-38 ENSG00000130066.16 5.13580667262244e-34 197 183 30 18
-9.53341062611148 5.52362017808335 4.46734574726362e-38 ENSG00000162959.13 5.48813425051336e-34 81 73 0 0
-9.52456712541767 5.51475426553442 5.52308385270118e-38 ENSG00000108433.16 6.7851085130434e-34 79 74 0 0
3.81780556390209 7.19455622902995 7.42491490956035e-38 ENSG00000221867.8 9.12150796639489e-34 14 16 404 204
4.48130727825794 6.8491355378123 8.51440620460345e-38 ENSG00000169223.14 1.04599480223553e-33 7 8 332 156
9.84483734333956 6.01065701351917 8.65927362782909e-38 ENSG00000169692.12 1.0637917651788e-33 0 0 187 87
5.14760011462332 6.22960888735457 9.38629632189979e-38 ENSG00000184967.6 1.15310650314539e-33 3 3 189 118
4.80201161272619 6.4518218205872 1.20250485806114e-37 ENSG00000176978.13 1.47727721812811e-33 4 5 241 124
-4.23395605396511 6.28804358317822 1.22481061749853e-37 ENSG00000250501.2 1.50467984359695e-33 124 122 10 8
-4.09789309405017 6.29233854997598 1.33143567077143e-37 ENSG00000130755.12 1.6356687215427e-33 124 122 14 6
3.36528277050512 7.40967857950686 1.5325167435693e-37 ENSG00000179950.13 1.88269681947488e-33 24 23 425 256
5.66997173743077 6.182248928606 1.56768728051262e-37 ENSG00000105447.12 1.92590382410975e-33 2 2 178 119
9.66971837685204 5.84434500774428 1.62010990680123e-37 ENSG00000285772.1 1.99030502050531e-33 0 0 158 82
-9.53528775661187 5.52533635196233 1.83594464305525e-37 ENSG00000256591.5 2.25545799399337e-33 76 78 0 0
-9.70545191965826 5.6966538005179 2.18795574128248e-37 ENSG00000260032.1 2.68790362816553e-33 101 73 0 0
9.83792446521377 6.00456400305115 2.47175587969543e-37 ENSG00000204422.7 3.03655209820583e-33 0 0 187 86
-9.54523878628873 5.53516879462459 3.5204993676591e-37 ENSG00000133983.14 4.3249334731692e-33 75 80 0 0
-3.143765292175 7.76712491976066 5.16697206121304e-37 ENSG00000166669.13 6.34762517720022e-33 322 319 61 40
-9.51340374624867 5.50376114909055 5.9129875277258e-37 ENSG00000243943.9 7.26410517781115e-33 83 69 0 0
-3.11784193553621 8.54586358037223 6.1238607368333e-37 ENSG00000175449.13 7.52316291519971e-33 552 543 115 63
-5.17275837336916 5.85966004388331 7.26091813931379e-37 ENSG00000118939.17 8.92003793414699e-33 92 96 3 4
4.36852598403816 6.83407218858286 7.43726994411391e-37 ENSG00000104960.15 9.13668612634394e-33 7 9 327 154
3.91585322454187 6.79091467174553 8.76234217559721e-37 ENSG00000172889.15 1.07645373627212e-32 10 11 294 159
9.56458012436303 5.7455231481017 9.51705961558073e-37 ENSG00000172725.13 1.16917077377409e-32 0 0 136 84
-3.2859792169768 8.61038308153186 1.05743668953815e-36 ENSG00000134248.13 1.29906097309762e-32 559 598 113 56
3.61573750200111 7.72461228620345 1.54232142196762e-36 ENSG00000167900.11 1.89474186688722e-32 23 27 600 286
-3.1532898152745 7.34434762874147 2.33759757071001e-36 ENSG00000136448.11 2.87173861561725e-32 255 226 50 26
4.37977980500207 7.15266233670269 2.83219639640513e-36 ENSG00000074071.14 3.4793532729837e-32 9 11 429 183
3.37929501630189 8.92413148535631 3.56873773484338e-36 ENSG00000171314.8 4.38419430725509e-32 64 72 1331 693
-3.96687421850719 11.1497060065065 3.61000255000322e-36 ENSG00000205777.17 4.43488813267896e-32 3366 3567 456 192
-9.45531017239328 5.44581469649509 4.73737334358647e-36 ENSG00000116918.13 5.81986315259598e-32 80 66 0 0
3.98683821619922 6.78845432482147 5.59772848150629e-36 ENSG00000169727.12 6.87680943953047e-32 10 10 302 154
10.6470053055247 6.78326047012541 6.33122971899788e-36 ENSG00000270136.6 7.77791570978889e-32 0 0 381 120
9.88337030861353 6.04994948666705 1.1930497922616e-35 ENSG00000269307.1 1.46566166979338e-31 0 0 199 85
4.27864711634912 6.46667110794166 1.26184300120787e-35 ENSG00000079999.13 1.55017412698387e-31 6 7 218 139
-9.38697965783027 5.377593828342 1.69936236572409e-35 ENSG00000215417.12 2.08766666629205e-31 70 69 0 0
3.4140896916243 7.1949003230302 2.35479041107538e-35 ENSG00000130706.12 2.89286002000611e-31 18 21 361 223
-3.66406300418678 8.78847723239562 3.46877936823519e-35 ENSG00000205352.10 4.26139545387693e-31 618 718 109 44
10.4803212519534 6.62291749858414 4.3721038112103e-35 ENSG00000273088.1 5.37112953207186e-31 0 0 332 111
5.22469118660441 6.29774696725646 6.27676661844012e-35 ENSG00000179632.9 7.71100779075369e-31 3 3 182 136
-2.96026396936573 7.73731710817919 6.73970800430547e-35 ENSG00000006625.17 8.27973128328927e-31 317 303 72 40
-3.83753157331748 10.4998554211504 8.08532600152076e-35 ENSG00000169020.9 9.93282299286826e-31 2030 2360 311 136
9.63923441515053 5.81808482885974 9.6590588479165e-35 ENSG00000273003.1 1.18661537946654e-30 0 0 161 76
4.50723703877185 6.44833984544446 1.01387574168859e-34 ENSG00000014216.15 1.24554634866443e-30 5 6 205 146
-3.31327340872382 7.30121202078418 1.09923494683305e-34 ENSG00000100764.13 1.3504101321844e-30 252 219 35 30
9.56195890145313 5.74130072995356 1.28346368820907e-34 ENSG00000285396.1 1.57673514096484e-30 0 0 127 90
4.69474378144546 6.19492271925655 1.44284891421163e-34 ENSG00000130159.13 1.77253989110899e-30 4 4 184 113
-3.2351078533809 9.54110580085178 1.58012555522602e-34 ENSG00000139644.12 1.94118424459516e-30 1200 1000 197 127
8.35914869019622 8.77190115274079 1.6326277043323e-34 ENSG00000263266.2 2.00568313477223e-30 2 2 1773 391
-3.96508988841338 9.32271699339645 1.92797317566556e-34 ENSG00000124635.8 2.36851504630514e-30 929 1031 137 48
-3.44582756581184 6.74713277917443 1.98208418912255e-34 ENSG00000257698.1 2.43499042633705e-30 160 165 29 13
-2.93067810570578 8.28040119257835 2.04316134179617e-34 ENSG00000255717.6 2.5100237083966e-30 448 450 103 62
5.04663354930768 6.13600984930428 2.10542950479958e-34 ENSG00000197858.10 2.58652014664629e-30 3 3 169 115
3.30464383893042 9.98500453568677 2.11507382738373e-34 ENSG00000115758.12 2.59836819694092e-30 147 153 2576 1575
4.04051779775467 7.53333368199685 2.27559358818184e-34 ENSG00000172270.19 2.79556672308139e-30 16 17 566 233
9.48481418113356 5.67223523691919 2.3226092439169e-34 ENSG00000256861.1 2.85332545615191e-30 0 0 139 72
3.118113290828 7.64373188178281 2.42832688545529e-34 ENSG00000167004.12 2.98319957878183e-30 34 31 480 307
3.33440879261055 8.314537919402 2.97113287771831e-34 ENSG00000011052.21 3.65003674027694e-30 42 49 894 431
-5.85192281157696 10.9460138666441 2.98383287282298e-34 ENSG00000145425.9 3.66563868426304e-30 3043 3252 54 84
5.71431715367233 5.85693846587102 4.07980920512713e-34 ENSG00000169972.11 5.01204560849868e-30 1 2 148 88
3.25886383332359 7.85534322167615 5.22281201759204e-34 ENSG00000179115.10 6.41622456361182e-30 33 36 634 315
-3.09804186626336 8.35675464028308 6.7784105447846e-34 ENSG00000078304.19 8.32727735426788e-30 521 440 88 66
4.2045453087895 6.40095915085498 7.52483398340873e-34 ENSG00000101150.17 9.24425854861762e-30 5 8 222 122
5.36003676698708 5.89749986331076 8.84615995257852e-34 ENSG00000148296.6 1.08675075017427e-29 2 2 155 88
4.23554950754841 6.70585231262326 1.0055857615216e-33 ENSG00000132612.15 1.23536210802928e-29 8 8 237 180
