logFC logCPM PValue gene_name adj_pval illumina_TPM_1 illumina_TPM_2 K562_Rep1_K562_batch1 K562_Rep2_K562_batch1
-1.45131806578824 7.12444593445402 1.45373596206412e-09 ENSG00000141378.14 1.78591462939578e-05 157 175 116 57
2.6717778664836 5.08622533534959 1.45385767086712e-09 ENSG00000204922.4 1.78606414866026e-05 6 7 89 33
1.55671109579359 6.41583878406172 1.45427363732175e-09 ENSG00000177479.19 1.78657516344976e-05 36 31 164 110
-1.62545126517999 5.88631020187468 1.48808630080198e-09 ENSG00000158793.13 1.82811402053523e-05 75 70 43 23
7.19054452879321 3.64483381650431 1.48934929509523e-09 ENSG00000259080.1 1.82966560902449e-05 0 0 23 19
3.99140663608875 3.86757380406127 1.49941218049733e-09 ENSG00000165006.13 1.84202786374096e-05 1 1 31 18
1.57336389766406 6.58474140165418 1.50646354898007e-09 ENSG00000006652.13 1.85069046992202e-05 39 36 179 129
2.61985009860359 4.92489837684204 1.50993799961067e-09 ENSG00000185883.11 1.8549588325217e-05 6 6 54 48
2.14850398812616 5.08757530358102 1.51321496661425e-09 ENSG00000162129.13 1.8589845864856e-05 9 9 71 42
-2.2767180083044 4.77796169881563 1.51459647597318e-09 ENSG00000168754.14 1.86068177073305e-05 33 40 14 7
-3.48355949212041 3.60698411425683 1.51658130179961e-09 ENSG00000239213.5 1.86312012926082e-05 17 17 3 1
-1.61512330695615 6.69979779578944 1.5761469959986e-09 ENSG00000102393.10 1.93629658458428e-05 133 123 89 32
-1.80643857848595 8.20941315196923 1.60512632286423e-09 ENSG00000143183.16 1.97189768763871e-05 374 376 242 78
1.48931630677056 7.27315825975325 1.60661835641225e-09 ENSG00000099800.7 1.97373065085245e-05 61 67 350 167
3.18605726562842 4.99545723678556 1.64592992166725e-09 ENSG00000105287.12 2.02202490876822e-05 5 4 51 59
-1.5958190273384 6.80690768954206 1.66572730697854e-09 ENSG00000169189.16 2.04634599662314e-05 130 144 94 37
2.01472149604248 5.30884284430302 1.67827176938233e-09 ENSG00000103510.19 2.0617568686862e-05 12 11 81 50
1.52277949348985 6.89087669769975 1.69996206429208e-09 ENSG00000135387.20 2.08840339598281e-05 50 46 218 161
-2.50839804639689 7.83995130359078 1.71749571550777e-09 ENSG00000100632.10 2.10994348650129e-05 331 307 146 28
7.2899155736838 3.72421445510208 1.72033591651424e-09 ENSG00000068001.13 2.11343267343774e-05 0 0 33 13
-3.64267905953226 3.73704738996477 1.73491868110036e-09 ENSG00000134202.10 2.13134759973179e-05 18 20 2 2
7.11137229215373 3.58293684981318 1.78507998904905e-09 ENSG00000110080.18 2.19297076654676e-05 0 0 23 17
2.539788316897 4.75621630695792 1.81620593112753e-09 ENSG00000101945.16 2.23120898639016e-05 5 6 51 39
3.35582317327808 4.15637497044623 1.84583022556565e-09 ENSG00000097007.17 2.2676024321074e-05 2 2 36 24
-7.08310021635046 3.25236776727352 1.88251768590069e-09 ENSG00000115750.16 2.312672977129e-05 15 13 0 0
-7.08309486147099 3.25185687266744 1.88251768590069e-09 ENSG00000134532.16 2.312672977129e-05 16 12 0 0
-7.08310021635046 3.25236776727352 1.88251768590069e-09 ENSG00000135679.23 2.312672977129e-05 15 13 0 0
-7.08310021635046 3.25236776727352 1.88251768590069e-09 ENSG00000137040.9 2.312672977129e-05 15 13 0 0
-7.08310021635046 3.25236776727352 1.88251768590069e-09 ENSG00000144357.16 2.312672977129e-05 15 13 0 0
-7.08310021635046 3.25236776727352 1.88251768590069e-09 ENSG00000169228.13 2.312672977129e-05 15 13 0 0
-7.08309486147099 3.25185687266744 1.88251768590069e-09 ENSG00000170832.12 2.312672977129e-05 16 12 0 0
-7.08310021635046 3.25236776727352 1.88251768590069e-09 ENSG00000188321.13 2.312672977129e-05 15 13 0 0
-7.08310021635046 3.25236776727352 1.88251768590069e-09 ENSG00000206195.10 2.312672977129e-05 15 13 0 0
-7.08310021635046 3.25236776727352 1.88251768590069e-09 ENSG00000253719.3 2.312672977129e-05 15 13 0 0
-7.08311092616886 3.25338995340117 1.88251768590069e-09 ENSG00000254578.1 2.312672977129e-05 13 15 0 0
-7.08310021635046 3.25236776727352 1.88251768590069e-09 ENSG00000272716.1 2.312672977129e-05 15 13 0 0
-7.08309486147099 3.25185687266744 1.88251768590069e-09 ENSG00000276550.4 2.312672977129e-05 16 12 0 0
-1.30721820659202 7.27679211421547 1.92405557176066e-09 ENSG00000111445.13 2.36370226990798e-05 185 174 130 74
1.70379938629551 6.09340208358759 1.92837051792795e-09 ENSG00000066926.10 2.36900318127449e-05 27 22 129 92
-3.0979598341962 3.77955501913532 1.94989364325405e-09 ENSG00000223478.1 2.3954443407376e-05 19 19 6 0
1.50362299826583 6.67638425499241 1.95084872503114e-09 ENSG00000100216.5 2.39661765870076e-05 39 44 217 117
-1.37678981241786 9.00118526647062 1.95303582722492e-09 ENSG00000031698.12 2.39930451374582e-05 650 555 406 243
-1.69232760802279 9.24349311761939 1.96965043304822e-09 ENSG00000124562.9 2.41971555699974e-05 707 795 489 195
-2.19495002401466 5.25306082028099 1.97351654451603e-09 ENSG00000218739.9 2.42446507493794e-05 52 49 13 17
-2.26694802801948 4.63952937395537 2.04102737589313e-09 ENSG00000103657.13 2.50740213128471e-05 37 29 12 7
-1.61188483030048 6.63627439441552 2.07524954817288e-09 ENSG00000160124.9 2.54944406993038e-05 114 130 82 33
-1.30023543287566 7.34985680357493 2.09485612359208e-09 ENSG00000204387.13 2.57353074783287e-05 193 184 136 79
-2.45769098718254 4.65510468295346 2.11230542124851e-09 ENSG00000225542.1 2.5949672100038e-05 32 36 8 9
7.07233813767833 3.54713769086709 2.12268567526756e-09 ENSG00000173218.14 2.6077193520662e-05 0 0 24 15
7.07233813767833 3.54713769086709 2.12268567526756e-09 ENSG00000188290.10 2.6077193520662e-05 0 0 24 15
-2.04727220813149 5.75159829379674 2.14689405193094e-09 ENSG00000263711.5 2.63745934279716e-05 78 63 21 25
1.36811293100908 7.1163770062894 2.15150135688591e-09 ENSG00000112335.14 2.64311941693434e-05 60 62 279 164
2.12066957873342 5.55052766020769 2.19842469341758e-09 ENSG00000175606.10 2.70076473586349e-05 13 13 84 71
2.94736634708598 4.31578590283844 2.21414160780448e-09 ENSG00000173653.7 2.7200729651878e-05 3 3 43 24
7.38877751875303 3.78956994807216 2.23669031764123e-09 ENSG00000085872.14 2.74777405522225e-05 0 0 23 24
-2.53579580547642 4.44237848674602 2.23921424827182e-09 ENSG00000112137.17 2.75087470400193e-05 33 26 8 6
-7.22565696856564 3.37035043341451 2.24632284358925e-09 ENSG00000253651.1 2.75960761334939e-05 20 11 0 0
7.96484907138128 4.20698220062507 2.25248606340827e-09 ENSG00000213563.6 2.76717912889706e-05 0 0 21 43
2.29563375111567 5.3466686619471 2.26283438749964e-09 ENSG00000254858.9 2.77989204504331e-05 10 10 102 41
-2.11544612404377 4.84849557928325 2.28224543562222e-09 ENSG00000082996.19 2.80373851766189e-05 40 35 14 10
-1.69363848161753 8.42979607794865 2.34223238439916e-09 ENSG00000151247.12 2.87743248423436e-05 450 409 291 102
-7.13214496523719 3.2920653605747 2.34393237384066e-09 ENSG00000171634.17 2.87952092126325e-05 18 11 0 0
-7.13214496523719 3.2920653605747 2.34393237384066e-09 ENSG00000243716.10 2.87952092126325e-05 18 11 0 0
3.13218472472262 4.80948443208902 2.35546707746824e-09 ENSG00000169217.8 2.89369130466973e-05 4 4 47 49
2.44610644184637 4.99013350678192 2.37559480004598e-09 ENSG00000102901.12 2.91841821185648e-05 7 7 58 48
-1.49973430328742 6.63419323388492 2.39733847960639e-09 ENSG00000152240.12 2.94513032219645e-05 119 120 85 36
-1.36201597748687 7.2700241814303 2.41174948885481e-09 ENSG00000128789.20 2.96283424705814e-05 189 173 137 64
7.47361356503987 3.82817419469102 2.43563013050104e-09 ENSG00000103249.17 2.99217161532053e-05 0 0 20 28
7.47361356503987 3.82817419469102 2.43563013050104e-09 ENSG00000273154.3 2.99217161532053e-05 0 0 20 28
3.03164620752209 4.38525078794218 2.4487728379182e-09 ENSG00000213380.15 3.00831743138251e-05 3 3 39 31
3.05603595819421 4.40359951512983 2.45920335632037e-09 ENSG00000115107.19 3.02113132323957e-05 3 3 39 32
3.32995554345059 4.13480290249174 2.49612826474912e-09 ENSG00000103245.13 3.0664935732443e-05 2 2 36 23
-1.75381492881071 5.47641764511827 2.53699683990041e-09 ENSG00000167904.14 3.11670061781766e-05 57 54 29 17
-7.08270662117262 3.25134611030999 2.57641050212592e-09 ENSG00000211660.3 3.1651203018617e-05 17 11 0 0
-1.52770662338508 9.70727150360933 2.63178088682103e-09 ENSG00000114942.13 3.23314281945964e-05 1015 1002 691 320
4.1980433106018 4.02662815207141 2.63794698307306e-09 ENSG00000040487.12 3.24071786870525e-05 1 1 28 27
-1.88994646775894 5.67346582382934 2.72611096314238e-09 ENSG00000117305.14 3.34902731822041e-05 67 63 24 24
-1.58372776589354 6.8643130987538 2.72693227100236e-09 ENSG00000159063.12 3.3500362949264e-05 143 142 101 37
-7.08358116961553 3.25390124499467 2.73174249763827e-09 ENSG00000260456.6 3.35594565834862e-05 12 16 0 0
-1.70520907833345 8.52753188423777 2.73597339304896e-09 ENSG00000126698.10 3.36114331336065e-05 455 464 309 109
3.76322926079544 4.14510236955756 2.75836848852644e-09 ENSG00000101442.9 3.38865568815473e-05 1 2 33 27
2.07500329440294 5.16808558901105 2.78463294906291e-09 ENSG00000131043.11 3.42092157792378e-05 10 10 79 41
-1.82854424982113 8.20231849588498 2.80688088432697e-09 ENSG00000173113.6 3.44825316639568e-05 330 416 233 80
-1.80232100176951 5.96869015582924 2.85279206999466e-09 ENSG00000132541.10 3.50465505798844e-05 82 77 51 15
4.67445689367683 3.68919007008355 2.93216885969873e-09 ENSG00000262246.5 3.60216944413989e-05 1 0 27 16
2.59270140596517 4.67586523356385 2.95057778768355e-09 ENSG00000120314.18 3.62478481216923e-05 5 5 48 37
-1.35616340352699 8.04461727124917 2.96777408345299e-09 ENSG00000125037.12 3.64591046152199e-05 302 315 232 113
-1.34148719105456 8.51911050558053 2.98604368086344e-09 ENSG00000111481.9 3.66835466194074e-05 443 413 321 161
3.46422404688044 4.49498587123978 3.00853674469145e-09 ENSG00000169696.15 3.69598739085345e-05 3 2 38 39
2.35396037478688 5.09007014500915 3.02270874591402e-09 ENSG00000188681.11 3.71339769435537e-05 8 8 61 52
-1.40289455003574 7.42504268833128 3.03076394823914e-09 ENSG00000111845.4 3.72329351041178e-05 204 202 154 67
-2.60332475890253 4.28419688015695 3.18728581952943e-09 ENSG00000077458.12 3.9155806292919e-05 30 23 8 4
-1.57166148801705 5.97901508281034 3.30523336284316e-09 ENSG00000070501.11 4.06047918625282e-05 79 74 45 27
3.60073273919071 4.34155445251804 3.34440117734599e-09 ENSG00000112640.14 4.10859684636955e-05 2 2 35 34
-2.44170353273689 4.35871493578406 3.40663683734203e-09 ENSG00000177628.15 4.18505335467469e-05 30 25 10 4
2.24552446616052 5.94786473314932 3.46395061287871e-09 ENSG00000165702.14 4.25546332792149e-05 15 17 169 57
1.84000661515963 5.53154436863169 3.48899816953542e-09 ENSG00000111364.15 4.28623425127426e-05 15 15 93 58
-2.04036716750336 4.92984480909632 3.54205303256825e-09 ENSG00000205571.13 4.3514121505101e-05 38 41 20 7
-1.95848418497071 9.78767393211118 3.57488946596488e-09 ENSG00000135390.18 4.39175170893785e-05 1153 1133 674 213
-1.56598615204427 6.14202215136284 3.58028378680208e-09 ENSG00000124596.16 4.39837863208635e-05 89 82 46 34
1.71202215285365 8.01170386333409 3.60607622535057e-09 ENSG00000198931.10 4.43006464284317e-05 82 109 655 267
3.3040342761269 4.11293118343064 3.61513151525298e-09 ENSG00000105705.15 4.44118906648829e-05 2 2 36 22
3.22814532686409 4.5543065604636 3.65220093639754e-09 ENSG00000274012.1 4.48672885036438e-05 4 2 62 22
5.12527370188375 4.03372441788995 3.65810436119684e-09 ENSG00000089351.14 4.49398120773032e-05 0 1 26 30
2.00981088746966 5.74367067152515 3.7149696851472e-09 ENSG00000110917.7 4.56384025820333e-05 16 16 95 81
3.6195452427831 4.02884610277882 3.72341204660291e-09 ENSG00000100280.16 4.57421169925168e-05 2 1 34 21
2.09676436427301 5.31232593303863 3.74556895885955e-09 ENSG00000126456.15 4.60143146595895e-05 11 11 92 43
-7.03101868790968 3.20949770712289 3.76237346664315e-09 ENSG00000006468.13 4.62207580377111e-05 16 11 0 0
-7.03102939818934 3.21052264881871 3.76237346664315e-09 ENSG00000107758.15 4.62207580377111e-05 14 13 0 0
-7.03102939818934 3.21052264881871 3.76237346664315e-09 ENSG00000120008.15 4.62207580377111e-05 14 13 0 0
-7.0310240430396 3.21001011075878 3.76237346664315e-09 ENSG00000138081.20 4.62207580377111e-05 15 12 0 0
-7.03103475335891 3.21103532133897 3.76237346664315e-09 ENSG00000161265.14 4.62207580377111e-05 13 14 0 0
-7.0310240430396 3.21001011075878 3.76237346664315e-09 ENSG00000163681.14 4.62207580377111e-05 15 12 0 0
-7.03101868790968 3.20949770712289 3.76237346664315e-09 ENSG00000168781.22 4.62207580377111e-05 16 11 0 0
-7.03103475335891 3.21103532133897 3.76237346664315e-09 ENSG00000223960.6 4.62207580377111e-05 13 14 0 0
-7.03102939818934 3.21052264881871 3.76237346664315e-09 ENSG00000235172.7 4.62207580377111e-05 14 13 0 0
-7.03102939818934 3.21052264881871 3.76237346664315e-09 ENSG00000236081.1 4.62207580377111e-05 14 13 0 0
-7.03102939818934 3.21052264881871 3.76237346664315e-09 ENSG00000251580.2 4.62207580377111e-05 14 13 0 0
-7.0310240430396 3.21001011075878 3.76237346664315e-09 ENSG00000264019.1 4.62207580377111e-05 15 12 0 0
-7.03102939818934 3.21052264881871 3.76237346664315e-09 ENSG00000280164.1 4.62207580377111e-05 14 13 0 0
2.07360461445924 5.10197043426617 3.77105625515466e-09 ENSG00000136986.9 4.6327426094575e-05 9 10 70 43
-1.952268814501 5.12323188101686 3.77941133386541e-09 ENSG00000285437.1 4.64300682365365e-05 42 47 19 13
-1.50587948475958 7.16797451578075 3.78420988929038e-09 ENSG00000138668.18 4.64890184899323e-05 202 146 121 54
-2.05978416029515 4.96212669764808 3.80378278153899e-09 ENSG00000132356.11 4.67294714712064e-05 47 34 17 10
3.65482255012939 4.05898660010016 3.86080938508926e-09 ENSG00000187266.13 4.74300432958216e-05 2 1 32 24
7.16022662560936 3.61805919933202 3.86768128953688e-09 ENSG00000248405.10 4.75144646419606e-05 0 0 22 19
-1.69149961485726 6.63349876601789 3.86944964416766e-09 ENSG00000100372.14 4.75361888785997e-05 121 125 52 51
2.00766198031912 5.18311715571436 3.89147990309151e-09 ENSG00000107789.15 4.78068306094792e-05 11 10 73 46
7.20179454343569 3.64867970068757 3.90383331909606e-09 ENSG00000110987.8 4.79585923250951e-05 0 0 22 20
2.09370328418781 5.18183666293417 3.98728394920944e-09 ENSG00000181218.5 4.89837833160379e-05 11 9 82 40
2.39683371594844 4.75323880698137 4.04897705640839e-09 ENSG00000116213.15 4.9741683137977e-05 6 6 57 33
7.03512268443196 3.51454842589388 4.12422467050465e-09 ENSG00000003249.13 5.06661000771496e-05 0 0 24 14
2.29786287416304 4.87774856289339 4.13474827436272e-09 ENSG00000136982.5 5.0795382550546e-05 7 7 57 40
-2.23053953860697 4.60108683630731 4.14163349759376e-09 ENSG00000156253.6 5.08799675179393e-05 33 31 14 5
1.87133826167546 5.55478665488852 4.19170030530228e-09 ENSG00000147853.16 5.14950382506385e-05 16 14 90 63
-2.42018798467544 4.49677715383986 4.19407408373868e-09 ENSG00000165092.12 5.15242001187297e-05 32 29 14 2
1.99174594827841 5.28930939898437 4.23861616599601e-09 ENSG00000140497.16 5.2071399599261e-05 12 11 85 45
-1.43798174377272 6.95326024580573 4.26633985338741e-09 ENSG00000174446.12 5.24119850988644e-05 157 137 84 65
-1.91312634064664 5.17360135096765 4.31147052036586e-09 ENSG00000198677.11 5.29664153426946e-05 51 41 21 13
-1.62990600225301 7.38247369621823 4.36840479098827e-09 ENSG00000096080.11 5.36658528572909e-05 186 224 141 53
2.19110285103126 4.88264489579673 4.39198039750489e-09 ENSG00000133193.12 5.39554791833476e-05 8 7 60 37
-1.37865742400305 8.40142924098268 4.42960830678182e-09 ENSG00000114850.6 5.44177380488146e-05 398 395 240 178
7.33353020826271 3.71961278278401 4.57380057411992e-09 ENSG00000107404.19 5.61891400530632e-05 0 0 19 25
7.6400223864528 3.9719109990887 4.62376275691927e-09 ENSG00000132361.16 5.68029254687532e-05 0 0 23 31
-7.45623228474024 3.55694393285059 4.73326531510508e-09 ENSG00000213285.4 5.81481643960659e-05 11 25 0 0
-1.6311340852714 6.24181779855314 4.81522522982326e-09 ENSG00000152601.17 5.91550419483788e-05 107 80 61 25
-1.85358512063223 5.19993100332528 4.83597058459805e-09 ENSG00000102390.10 5.94098986317871e-05 51 42 24 12
1.96202390818106 6.35705229337358 4.92021284546882e-09 ENSG00000107371.12 6.04448148065844e-05 24 27 216 78
2.44848610622083 5.2603042941076 5.09578277571841e-09 ENSG00000132661.3 6.26016913997006e-05 8 9 101 36
1.67123005224362 7.50684240830602 5.10972956462961e-09 ENSG00000116221.15 6.27730277014748e-05 67 70 466 178
-1.39893782826006 8.55360920942473 5.12036666624163e-09 ENSG00000178104.19 6.29037044947784e-05 432 452 265 195
2.60719994041086 4.55550002407332 5.1820556276671e-09 ENSG00000177946.6 6.36615533858903e-05 4 5 46 32
3.36487925282737 4.16321961010593 5.26174326845508e-09 ENSG00000104221.12 6.46405160529706e-05 2 2 34 26
-2.08700084821994 5.19769534122957 5.309968793012e-09 ENSG00000105856.13 6.52329666221525e-05 56 40 16 15
1.66379171031483 6.00899530148377 5.3137898601717e-09 ENSG00000230124.7 6.52799084322094e-05 23 24 122 85
-2.25834819648485 4.78332193084521 5.35997428984876e-09 ENSG00000079335.19 6.5847284150792e-05 42 31 11 10
1.30026398177181 7.30781128873111 5.36770015614923e-09 ENSG00000100380.13 6.59421964182933e-05 79 66 315 186
3.55450821067709 4.32413069209296 5.43361803236825e-09 ENSG00000106290.14 6.67519975276439e-05 2 2 52 19
2.51613449295402 4.61114505474039 5.43844216247734e-09 ENSG00000198060.9 6.68112619660341e-05 6 4 54 28
-1.771828148074 5.32259715087704 5.50135792395543e-09 ENSG00000112742.9 6.75841820957924e-05 53 47 27 14
1.72206149766276 7.00405242264457 5.60710471825815e-09 ENSG00000147123.10 6.88832814638013e-05 42 51 323 128
-1.9951592501488 4.96241506612665 5.76161506832672e-09 ENSG00000260708.1 7.07814411143937e-05 38 42 18 10
-2.22610465301847 4.8325695089265 5.8577060383651e-09 ENSG00000179523.4 7.19619186813153e-05 44 32 19 4
1.86298365443656 6.13330766390909 5.90575745554346e-09 ENSG00000166582.9 7.25522303413514e-05 23 23 174 70
2.88629759662203 4.27043278442139 5.9145213417876e-09 ENSG00000173917.10 7.26598946838606e-05 3 3 39 25
1.74578551518685 5.66883996472047 5.93806855583326e-09 ENSG00000028528.14 7.29491722084116e-05 17 18 102 63
2.25504448298481 5.09608490326907 5.96892781890441e-09 ENSG00000172922.9 7.33282782552407e-05 8 9 81 36
2.09289986554181 5.04358132130033 6.00624835541216e-09 ENSG00000144736.13 7.37867610462384e-05 9 9 70 39
1.57020662251968 6.12797472890817 6.01488042905343e-09 ENSG00000147416.10 7.38928060709214e-05 28 26 147 80
2.3328050077856 5.16154911071169 6.04435090195689e-09 ENSG00000184500.15 7.42548508305404e-05 9 8 90 35
-2.46222745312019 4.74652553468508 6.20937101159412e-09 ENSG00000068489.12 7.62821228774338e-05 44 29 8 10
2.01666874841947 5.19062360668896 6.30565235929603e-09 ENSG00000118855.18 7.74649392339517e-05 11 10 70 49
3.10811021450358 4.21972913340723 6.35467912590333e-09 ENSG00000124299.13 7.80672330617224e-05 3 2 42 21
2.30987507243625 5.49015922600389 6.47579476941759e-09 ENSG00000270170.1 7.95551387422952e-05 12 10 119 42
-2.17707453793649 4.63364483834748 6.50071647733871e-09 ENSG00000236859.6 7.98613019241061e-05 35 30 14 6
-2.69149232616591 4.10835504992441 6.67433542510487e-09 ENSG00000167552.13 8.19942106974134e-05 26 21 8 2
-1.32331181464492 8.38570995987196 6.70012983082553e-09 ENSG00000143727.15 8.23110949716917e-05 392 385 300 145
2.12479579363933 5.07102802240861 6.78481360681589e-09 ENSG00000163719.19 8.33514351597332e-05 9 9 64 46
-1.24095693494376 7.80576053302115 6.81884606858404e-09 ENSG00000103876.12 8.37695239525549e-05 261 250 196 109
-1.85932311120997 11.0704428924922 6.88575428301154e-09 ENSG00000132475.10 8.45914913667968e-05 2577 2886 1655 595
7.87881115630203 4.1268811620247 6.94871265390777e-09 ENSG00000060491.16 8.5364934953257e-05 0 0 19 41
1.92318177422941 5.29643352906514 7.0174920325884e-09 ENSG00000168958.19 8.62098896203485e-05 12 12 78 50
-1.30540652046796 7.08380897531578 7.15861066083626e-09 ENSG00000110172.11 8.79435319683735e-05 160 154 119 61
1.57702812804435 6.25694268868862 7.19683971004328e-09 ENSG00000171865.9 8.84131758378817e-05 29 30 143 101
-1.80503636006883 5.19545911222687 7.19997748655626e-09 ENSG00000130023.15 8.84517234223436e-05 48 44 26 11
2.02611158644351 5.57618231649672 7.28393881569201e-09 ENSG00000183597.15 8.94831883507763e-05 14 14 84 72
1.32299422703769 7.63662574169874 7.29348157379716e-09 ENSG00000115866.10 8.96004211340981e-05 99 82 427 218
-2.24187753224523 4.62630797250219 7.30657436282865e-09 ENSG00000076685.18 8.976126604735e-05 36 29 11 8
1.619328771634 6.48436904909261 7.31673363034345e-09 ENSG00000049860.13 8.98860726487692e-05 35 33 210 92
-2.00938076642587 5.20995468451736 7.3682736261064e-09 ENSG00000108961.13 9.05192414967171e-05 43 53 26 8
2.17753316507913 5.03271420498933 7.36933371951576e-09 ENSG00000141002.19 9.05322647442512e-05 9 8 74 36
-6.97700305012532 3.16696935667448 7.5196100863455e-09 ENSG00000138286.14 9.23784099107544e-05 14 12 0 0
-6.97700840554537 3.16748353747753 7.5196100863455e-09 ENSG00000146872.17 9.23784099107544e-05 13 13 0 0
-6.97700305012532 3.16696935667448 7.5196100863455e-09 ENSG00000166262.15 9.23784099107544e-05 14 12 0 0
-6.97700305012532 3.16696935667448 7.5196100863455e-09 ENSG00000166532.15 9.23784099107544e-05 14 12 0 0
-6.97701376098525 3.16799785494361 7.5196100863455e-09 ENSG00000169193.11 9.23784099107544e-05 12 14 0 0
-6.9769976947251 3.16645531249172 7.5196100863455e-09 ENSG00000177189.13 9.23784099107544e-05 15 11 0 0
-6.97700305012532 3.16696935667448 7.5196100863455e-09 ENSG00000204410.14 9.23784099107544e-05 14 12 0 0
-6.9769976947251 3.16645531249172 7.5196100863455e-09 ENSG00000213096.10 9.23784099107544e-05 15 11 0 0
-6.97700840554537 3.16748353747753 7.5196100863455e-09 ENSG00000213462.4 9.23784099107544e-05 13 13 0 0
-6.97700305012532 3.16696935667448 7.5196100863455e-09 ENSG00000247137.8 9.23784099107544e-05 14 12 0 0
-6.97701376098525 3.16799785494361 7.5196100863455e-09 ENSG00000257663.1 9.23784099107544e-05 12 14 0 0
-6.97701376098525 3.16799785494361 7.5196100863455e-09 ENSG00000259357.2 9.23784099107544e-05 12 14 0 0
-6.9769976947251 3.16645531249172 7.5196100863455e-09 ENSG00000267278.5 9.23784099107544e-05 15 11 0 0
-6.97701376098525 3.16799785494361 7.5196100863455e-09 ENSG00000270946.5 9.23784099107544e-05 12 14 0 0
-6.97700305012532 3.16696935667448 7.5196100863455e-09 ENSG00000277053.4 9.23784099107544e-05 14 12 0 0
-6.97701376098525 3.16799785494361 7.5196100863455e-09 ENSG00000278085.4 9.23784099107544e-05 12 14 0 0
-6.97700305012532 3.16696935667448 7.5196100863455e-09 ENSG00000279364.1 9.23784099107544e-05 14 12 0 0
-1.88418242103538 5.02028832496672 7.76068552931063e-09 ENSG00000119655.10 9.53400217275811e-05 42 40 20 11
-1.81166591668194 10.7627463148526 7.78579203642618e-09 ENSG00000156482.10 9.56484551674956e-05 2102 2283 1367 496
-2.80182402934587 4.07368926372892 7.79134013929575e-09 ENSG00000185437.13 9.57166136112483e-05 22 24 5 4
2.45262187100612 4.56573984301203 7.83308432306455e-09 ENSG00000121680.15 9.6229440908848e-05 5 5 48 30
1.51495474641907 6.98055079092583 7.96752178051016e-09 ENSG00000173598.13 9.78810050735673e-05 57 46 225 176
6.99695926504574 3.4851989846761 8.0067238042037e-09 ENSG00000159556.9 9.83626019346425e-05 0 0 23 14
-3.63829908146798 3.39691034727026 8.0067238042037e-09 ENSG00000197780.9 9.83626019346425e-05 15 14 3 0
-1.81797682155803 9.38606868245893 8.04910490243653e-09 ENSG00000103363.14 9.88832537264327e-05 748 940 524 190
2.04723811991002 5.38883193737483 8.1062210287673e-09 ENSG00000132600.16 9.95849253384063e-05 12 12 76 61
7.13290241131537 3.57060973985288 8.19632611172668e-09 ENSG00000197976.11 0.000100691866282562 0 0 18 21
-1.70024437962789 5.60853633470497 8.32955151641209e-09 ENSG00000030066.13 0.000102328540379123 69 52 33 19
2.02335673307313 7.51345509044807 8.33798094100635e-09 ENSG00000121774.17 0.000102432095860263 64 51 280 324
-1.64221309890975 5.82135971755221 8.38974639564359e-09 ENSG00000251381.7 0.000103068034470481 79 60 38 24
2.45311713221297 4.56533267981717 8.40295978275661e-09 ENSG00000173960.13 0.000103230360931165 6 4 48 30
6.99661949222245 3.47732683986032 8.40631961625649e-09 ENSG00000145911.5 0.000103271636485711 0 0 25 12
4.00072533231029 4.74270164980101 8.41755620601352e-09 ENSG00000168476.11 0.000103409677990876 2 2 85 18
3.87072031343805 3.77510683672256 8.47075454563649e-09 ENSG00000156983.15 0.000104063219593144 1 1 27 18
-1.54643315856945 5.91998071187497 8.52783039968884e-09 ENSG00000196204.11 0.000104764396460177 73 73 44 26
-1.70135608778939 5.54764440744799 8.55026611066466e-09 ENSG00000003756.16 0.000105040019169515 65 51 33 17
3.31906534900874 4.12108184159002 8.71240900610525e-09 ENSG00000149476.15 0.000107031944640003 2 2 40 19
-1.2898416487323 7.46960552659159 8.80472757139334e-09 ENSG00000163714.17 0.000108166078214567 230 180 149 86
2.31359129491604 4.88713977154671 8.82878632574854e-09 ENSG00000189077.10 0.000108461640011821 6 8 68 32
-2.58556695589165 4.15491722099047 8.85285435518708e-09 ENSG00000204444.10 0.000108757315753473 25 23 8 3
1.49208337214626 6.39011924945834 8.94003892715569e-09 ENSG00000111725.10 0.000109828378220108 35 33 159 107
-1.87935011932524 12.4340452830466 9.4927515838405e-09 ENSG00000174748.20 0.000116618453207481 7093 7033 4247 1496
2.17781507070535 6.49438126082354 9.53152173891242e-09 ENSG00000107581.12 0.000117094744562539 32 19 143 158
1.94225587409505 5.19216158355801 9.54286539117731e-09 ENSG00000091542.8 0.000117234101330613 12 10 78 42
2.45528717239932 4.56880315295908 9.69945030448086e-09 ENSG00000113318.9 0.000119157746990547 5 5 47 31
1.38031161923564 6.9650836561094 9.7914141833307e-09 ENSG00000120705.12 0.000120287523242218 58 51 231 161
-2.18194971563783 4.84288042919875 9.87974658191386e-09 ENSG00000151470.12 0.000121372686758812 39 37 21 3
3.53889569989524 3.96494543774399 1.0185978952348e-08 ENSG00000242612.6 0.000125134751429595 1 2 32 20
2.10067328174649 4.97746801942674 1.02007267184491e-08 ENSG00000105173.13 0.000125315927736148 8 9 63 40
7.0426141577222 3.52632107568042 1.02271909568835e-08 ENSG00000135587.8 0.000125641040905313 0 0 21 17
7.0426141577222 3.52632107568042 1.02271909568835e-08 ENSG00000204498.10 0.000125641040905313 0 0 21 17
-6.97655336654136 3.16594140488649 1.02330666055096e-08 ENSG00000147133.15 0.000125713223248685 16 10 0 0
