gene	logFC	logCPM	PValue	adj_pval	Status
AC004263.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004386.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004453.1	1.30970636232911	6.68265383359126	0.0226446710603903	1	NoDE
AC004466.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC004477.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC004477.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004540.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004552.1	1.56150909874134	4.26034110252275	0.63939313211043	1	NoDE
AC004585.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004593.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC004593.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004656.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC004687.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004771.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004801.6	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004803.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004812.2	-1.58665065077987	4.38446802180292	0.399019058692365	1	NoDE
AC004816.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC004825.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004832.3	3.28808798444326	4.01329468677214	0.509876961469158	1	NoDE
AC004832.4	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004846.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004847.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004854.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004889.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004908.2	0.188438939703624	4.00065857849626	1	1	NoDE
AC004918.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004922.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004943.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004949.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004967.1	-1.06214813611859	5.35686505316302	0.254133894736657	1	NoDE
AC004980.1	3.257841150707	4.0039286385848	0.509876961469158	1	NoDE
AC004987.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC004997.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005005.3	2.44119085682718	3.86315828578703	0.999999999999999	1	NoDE
AC005034.3	1.03661915807887	4.13647596761678	1	1	NoDE
AC005037.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005041.3	-3.07786314806624	4.0075926885868	0.509876961469158	1	NoDE
AC005046.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC005072.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005076.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC005077.4	-5.76508811175801	5.16217164360073	0.000625984685747758	1	NoDE
AC005083.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005099.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC005150.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC005154.5	1.03650289548084	4.15585371391328	1	1	NoDE
AC005208.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005229.4	0.179978002640753	4.26711387806271	1	1	NoDE
AC005261.1	0.20910697868911	4.25718871792644	1	1	NoDE
AC005261.3	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC005280.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005288.1	-2.25158508896242	3.86072184680532	0.999999999999999	1	NoDE
AC005306.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC005307.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC005324.4	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005329.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC005332.4	-1.58665065077987	4.38446802180292	0.399019058692365	1	NoDE
AC005332.5	2.44119085682718	3.86315828578703	0.999999999999999	1	NoDE
AC005332.6	-3.62227381473674	4.15020570750031	0.264815442203737	1	NoDE
AC005336.2	-2.25158508896242	3.86072184680532	0.999999999999999	1	NoDE
AC005363.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005381.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005394.2	4.57117897959375	4.41385249300625	0.041071318379382	1	NoDE
AC005520.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC005520.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005537.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005538.2	3.257841150707	4.0039286385848	0.509876961469158	1	NoDE
AC005586.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005586.2	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC005593.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005609.4	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005618.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005670.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005674.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005726.3	3.257841150707	4.0039286385848	0.509876961469158	1	NoDE
AC005726.5	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005730.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005759.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005785.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005829.1	-3.07786314806624	4.0075926885868	0.509876961469158	1	NoDE
AC005829.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005831.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005837.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC005839.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005840.1	-1.18108295790956	4.28313443938218	0.63939313211043	1	NoDE
AC005871.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005899.4	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005920.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC005943.1	-1.4954756433932	6.53561367177362	0.010385338706619	1	NoDE
AC006001.3	1.9696788444531	4.3832385206999	0.399017420435165	1	NoDE
AC006001.4	1.11290349194506	4.49508720081534	0.705116819081541	1	NoDE
AC006011.1	0.907008301271072	6.00181984657348	0.185626213102218	1	NoDE
AC006027.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006064.6	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC006077.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006111.2	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC006116.8	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006141.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006157.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006206.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006213.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006213.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006238.1	4.16286232939539	4.26349765854008	0.139956212234839	1	NoDE
AC006252.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC006273.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC006329.1	1.06729560421929	4.16520367668549	0.63939313211043	1	NoDE
AC006333.2	3.257841150707	4.0039286385848	0.509876961469158	1	NoDE
AC006449.5	0.188438939703624	4.00065857849626	1	1	NoDE
AC006449.6	0.0304358370726784	5.20594084415017	1	1	NoDE
AC006449.7	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006450.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006453.2	-1.04199615339227	5.12965244100047	0.309019803880669	1	NoDE
AC006486.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006504.5	0.188438939703624	4.00065857849626	1	1	NoDE
AC006504.8	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006511.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006538.1	3.78273109136947	4.13968826593865	0.264815442203737	1	NoDE
AC006538.2	1.61983170990689	4.29803274949537	0.398988553517384	1	NoDE
AC006946.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC006978.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007009.1	3.257841150707	4.0039286385848	0.509876961469158	1	NoDE
AC007014.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007032.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007036.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007038.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007041.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007068.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007099.1	-3.07786314806624	4.0075926885868	0.509876961469158	1	NoDE
AC007114.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC007114.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007128.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007160.1	3.28808798444326	4.01329468677214	0.509876961469158	1	NoDE
AC007182.2	3.81182069103408	4.14895628501783	0.264815442203737	1	NoDE
AC007192.1	-0.0764181645118534	6.32088821196294	0.900226165117423	1	NoDE
AC007207.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007238.1	3.257841150707	4.0039286385848	0.509876961469158	1	NoDE
AC007240.1	1.56023560207166	4.27948549453538	0.63939313211043	1	NoDE
AC007240.2	-4.23718603496423	4.3618006167935	0.139956212234839	1	NoDE
AC007249.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007250.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC007318.1	0.835343391159377	7.12752398723724	0.0881210988525806	1	NoDE
AC007342.4	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007342.9	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007364.1	-3.04873417201788	3.99739339910455	0.509876961469158	1	NoDE
AC007365.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007383.2	-4.68604996425593	4.55946072581474	0.0410832741967865	1	NoDE
AC007388.1	-5.27655063911387	4.85603201762573	0.00690642076325372	1	NoDE
AC007405.3	0.216916067372358	4.47337243354376	1	1	NoDE
AC007406.5	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007448.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007485.2	-0.307966803680116	4.36797907977909	1	1	NoDE
AC007490.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007493.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007537.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007541.1	-2.25158508896242	3.86072184680532	0.999999999999999	1	NoDE
AC007569.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007608.4	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007613.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007620.3	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC007639.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007663.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007663.4	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007683.1	0.20910697868911	4.25718871792644	1	1	NoDE
AC007686.3	-3.65116348523054	4.16035234556902	0.264815442203737	1	NoDE
AC007744.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007786.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007881.3	-3.07786314806624	4.0075926885868	0.509876961469158	1	NoDE
AC007906.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007950.2	-1.12461974019066	4.26317120426039	1	1	NoDE
AC007952.4	0.219968864199059	4.01000902863469	1	1	NoDE
AC007952.5	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC007969.1	0.50329161883188	6.98427669152745	0.336501776284865	1	NoDE
AC007996.1	-3.593825882646	4.14010998392242	0.264815442203737	1	NoDE
AC007998.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008012.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008014.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008038.1	-0.103993357571572	9.68339789059219	0.767253376974708	1	NoDE
AC008040.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008040.5	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008065.1	-2.25158508896242	3.86072184680532	0.999999999999999	1	NoDE
AC008074.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008105.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008109.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC008124.1	-1.1561496646861	4.25404050339187	1	1	NoDE
AC008393.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008403.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008429.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008438.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC008443.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008443.4	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008481.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008494.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008507.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008543.1	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC008555.5	5.27697853137787	4.76644688005197	0.00707601905698347	1	NoDE
AC008608.2	-3.96890287464428	4.2607933121556	0.264815442203737	1	NoDE
AC008622.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008736.1	-2.25158508896242	3.86072184680532	0.999999999999999	1	NoDE
AC008738.7	-4.23718603496423	4.3618006167935	0.139956212234839	1	NoDE
AC008747.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008750.2	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC008758.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008758.4	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008760.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008760.2	-4.50515367960481	4.47387990950754	0.0752791655164857	1	NoDE
AC008763.3	-0.992495632718129	5.93190217953766	0.147379946075024	1	NoDE
AC008764.6	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC008764.8	-2.25158508896242	3.86072184680532	0.999999999999999	1	NoDE
AC008764.9	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008771.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008785.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008813.1	-2.25158508896242	3.86072184680532	0.999999999999999	1	NoDE
AC008825.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008870.2	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC008878.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008894.3	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC008895.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008915.2	-4.50515367960481	4.47387990950754	0.0752791655164857	1	NoDE
AC008937.3	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC008957.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC008966.1	0.189605767864763	4.02027608761743	1	1	NoDE
AC009005.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC009041.4	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC009053.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009061.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009063.2	-2.22122199262812	3.85036194419904	0.999999999999999	1	NoDE
AC009065.1	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC009065.4	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009078.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009084.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009086.2	-5.94371022169985	5.27138287611938	0.000196387546729583	1	NoDE
AC009113.1	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009118.2	-3.10749602226001	4.01784568984834	0.509876961469158	1	NoDE
AC009118.3	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009120.2	2.40966093233175	3.85369189277556	0.999999999999999	1	NoDE
AC009121.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009126.1	-3.07786314806624	4.0075926885868	0.509876961469158	1	NoDE
AC009133.6	-3.04873417201788	3.99739339910455	0.509876961469158	1	NoDE
AC009163.6	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009166.1	-5.09337704611361	4.75948889985687	0.0125093129703125	1	NoDE
AC009237.14	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009245.1	5.3236230874357	4.78400688054337	0.00705031508038465	1	NoDE
AC009268.2	2.56274120305193e-15	3.68555568352988	1	1	NoDE
AC009275.1	-4.76034663081902	4.5880351516361	0.0410549031346749	1	NoDE
AC009303.4	-1.15263502581882	4.27312877414494	0.63939313211043	1	NoDE
AC009309.1	-3.04873417201788	3.99739339910455	0.509876961469158	1	NoDE
