logFC logCPM PValue gene_name adj_pval illumina_TPM_1 illumina_TPM_2 HepG2_ONT_Rep1_HepG2_batch1 HepG2_ONT_Rep2_HepG2_batch1
5.85879704018117 7.48642024070251 6.00796429646373e-53 ENSG00000259040.5 9.48297084553834e-49 5 6 199 209
10.6163528837784 7.00119271302153 9.20318830911122e-53 ENSG00000285772.1 1.45263124271012e-48 0 0 135 167
-10.9479792406198 7.53484296694377 9.67330249157466e-53 ENSG00000170296.9 1.52683406527014e-48 322 286 0 0
-10.8997163158272 7.48897397494588 1.02639851875689e-51 ENSG00000134363.11 1.62006742200588e-47 280 307 0 0
-10.9202371207252 7.50823900277676 2.36349257334535e-51 ENSG00000150753.11 3.73053667776829e-47 271 324 0 0
-10.8561970557876 7.44831740640235 1.59414669007638e-50 ENSG00000186010.18 2.51620113561656e-46 318 253 0 0
7.19241985324957 7.01934810894853 2.11871267541983e-50 ENSG00000269403.1 3.34417608688267e-46 0 3 113 193
10.4049624406981 6.78368686155567 1.30975400445471e-48 ENSG00000161939.19 2.06731572063131e-44 0 0 108 154
-10.9501180925956 7.53600145295566 1.49707110224272e-48 ENSG00000254054.2 2.36297702777991e-44 232 374 0 0
-10.6640574888589 7.26712780534269 2.25383292796006e-48 ENSG00000198300.13 3.55744989349216e-44 254 245 0 0
4.61530310377318 10.7065735346367 2.90321162183746e-48 ENSG00000096088.16 4.58242922390825e-44 79 153 1739 1815
-10.8689276554714 7.46064397499951 3.487714531042e-48 ENSG00000072274.12 5.5050086157967e-44 350 227 0 0
-10.7233511595975 7.32256381964107 4.20409789140647e-48 ENSG00000219200.11 6.63574811179597e-44 234 285 0 0
-10.6285859629636 7.23384727829134 7.84510595850883e-48 ENSG00000146674.14 1.23827152449103e-43 252 235 0 0
7.62951294984277 6.93107588408463 2.13103507142743e-47 ENSG00000268230.5 3.36362575674105e-43 2 0 98 192
-4.21569202244415 9.9250446701149 9.42829761788319e-47 ENSG00000234851.4 1.48816249600668e-42 1520 1686 47 61
-10.889964211185 7.47905587849766 1.07953087650532e-46 ENSG00000132613.14 1.70393153547599e-42 215 366 0 0
10.2125147587163 6.58080227362221 1.47252272470679e-45 ENSG00000285897.1 2.3242298686772e-41 0 0 111 116
-6.39910444409791 7.45199154499685 1.91982320735686e-45 ENSG00000068366.19 3.03024895049207e-41 283 283 2 2
-10.4871499655083 7.10100257509977 2.66712488118459e-45 ENSG00000239264.8 4.20978991246175e-41 212 229 0 0
4.84411147819151 7.48278628318518 3.00581075818891e-45 ENSG00000258674.5 4.74437170072537e-41 8 14 180 221
-10.6579042529685 7.26057626877097 6.79236045919653e-45 ENSG00000235655.3 1.07210617487958e-40 193 302 0 0
-4.49758448923322 8.56465408872658 2.06334122589147e-44 ENSG00000118523.5 3.25677779094709e-40 629 604 14 20
-10.9765303862602 7.56051362370088 3.33607801909974e-44 ENSG00000112096.17 5.26566554534704e-40 201 415 0 0
-10.4727034976555 7.08719237199682 1.22132585375238e-43 ENSG00000143878.9 1.92774072756276e-39 190 246 0 0
10.0609099258683 6.42535923122845 3.53313017059963e-43 ENSG00000270617.1 5.57669266127445e-39 0 0 95 110
-10.4334974573964 7.05032629418871 4.83859751586139e-43 ENSG00000183426.16 7.63724231903562e-39 175 249 0 0
10.0041272890643 6.36661996658728 3.42767749321029e-42 ENSG00000285762.1 5.41024615528312e-38 0 0 92 105
9.99806781368419 6.36202330878755 5.81774500140831e-42 ENSG00000285641.1 9.18272871022287e-38 0 0 85 112
5.95958915773519 6.46215407740152 1.07343488729948e-41 ENSG00000254870.5 1.69430962611349e-37 2 3 88 119
-10.2215512825833 6.85304420982311 1.38923533885413e-41 ENSG00000164050.12 2.19276905884736e-37 183 184 0 0
6.53355375595076 6.34049194261997 1.91106473915561e-41 ENSG00000198618.5 3.01642458428321e-37 2 1 81 111
-10.192110467032 6.82585469921466 7.70074748157264e-41 ENSG00000114023.15 1.21548598249143e-36 194 166 0 0
9.92050122646956 6.28068874914873 8.30016567273771e-41 ENSG00000145321.12 1.31009814978492e-36 0 0 86 100
5.14174594531043 6.76430884922174 2.22015517015535e-40 ENSG00000111181.12 3.50429292057321e-36 2 9 125 123
-10.2146768912408 6.84705102644526 2.25201251719508e-40 ENSG00000096696.13 3.55457655714072e-36 208 158 0 0
-10.1394648326644 6.77682515321095 4.94295885655489e-40 ENSG00000100813.14 7.80196625918624e-36 184 163 0 0
5.36910828238566 6.53248374185293 4.96194643015106e-40 ENSG00000285589.1 7.83193624535043e-36 3 5 101 113
-10.1244218471114 6.76261404738677 6.85380003214802e-40 ENSG00000266964.5 1.08180379707424e-35 168 175 0 0
-10.1586055185831 6.79484344365077 1.44004010851936e-39 ENSG00000116001.15 2.27295930728696e-35 199 153 0 0
-10.0791372091652 6.72028082416583 2.55106872300914e-39 ENSG00000251562.8 4.02660687239762e-35 149 183 0 0
-10.0764013036815 6.71813675635842 3.38145277544354e-39 ENSG00000265972.5 5.33728506076008e-35 171 161 0 0
9.83830036647872 6.19453627817188 4.49568377075673e-39 ENSG00000285441.1 7.09598726376242e-35 0 0 87 88
-10.030169831817 6.67488758874926 8.39529102384099e-39 ENSG00000152818.18 1.32511273520306e-34 147 174 0 0
-10.0452370028998 6.68926649018758 1.40690998879607e-38 ENSG00000106682.14 2.22066672631572e-34 171 154 0 0
-9.96397701288408 6.61379516495075 1.60676713559888e-38 ENSG00000062582.13 2.53612124682927e-34 155 152 0 0
-9.9353938544394 6.58733863928304 4.79425143958357e-38 ENSG00000130396.20 7.56724647223871e-34 153 148 0 0
-9.93013334550618 6.58253249162632 6.48613697657819e-38 ENSG00000239672.7 1.0237718603831e-33 156 144 0 0
-9.9845891408526 6.63329564680809 9.27106504675556e-38 ENSG00000002586.19_PAR_Y 1.4633449069799e-33 178 134 0 0
6.39708348822726 6.19547310903669 1.24403012792649e-37 ENSG00000110169.10 1.96357715391918e-33 2 1 95 77
-9.90717338273397 6.56110182533919 1.94701550819952e-37 ENSG00000169246.16 3.07316927814213e-33 144 151 0 0
9.68037745606203 6.03570557379517 7.25554635804887e-37 ENSG00000236439.4 1.14521543715443e-32 0 0 68 90
-10.4208339397409 7.03755604584636 8.82978447285738e-37 ENSG00000205746.9 1.39369318119581e-32 134 285 0 0
-9.87852983123207 6.53445313492842 1.26883899992035e-36 ENSG00000115091.11 2.00273547747429e-32 134 155 0 0
-9.82682281228758 6.48680047349385 2.98141907077489e-36 ENSG00000262814.7 4.70587186131109e-32 136 143 0 0
9.64119844228086 5.99360867376886 3.67272037146566e-36 ENSG00000224550.1 5.7970218343214e-32 0 0 73 80
-9.84845720747147 6.50661957360398 4.97520900799829e-36 ENSG00000100342.20 7.8528698982245e-32 130 153 0 0
5.60652538818627 6.10682396828198 5.67518055874205e-36 ENSG00000260669.2 8.95770499391845e-32 3 2 68 94
-4.65307323385952 10.6104053217536 7.67253560335066e-36 ENSG00000146678.9 1.21103301963287e-31 2360 2893 21 115
9.84960511121362 6.19885950037957 1.06069026287867e-35 ENSG00000232573.1 1.67419351092769e-31 0 0 105 69
9.63016255570339 5.98560683197407 1.38143144756228e-35 ENSG00000225770.1 2.1804513968323e-31 0 0 62 91
-9.98207090628421 6.6314671603549 3.08129301200267e-35 ENSG00000137642.12 4.86351289014501e-31 196 116 0 0
4.21746641017232 7.32689824021014 3.14751638086175e-35 ENSG00000205609.12 4.96803985555218e-31 6 24 156 198
-9.75177856731834 6.41764385883542 3.89696597063439e-35 ENSG00000112245.11 6.15097108804932e-31 135 130 0 0
-9.8078991682184 6.46983158678237 4.6577528563221e-35 ENSG00000099977.14 7.3517971084188e-31 158 118 0 0
5.92830533270752 6.11103390880344 8.33660808462957e-35 ENSG00000137970.7 1.31585022007793e-30 2 2 96 65
-9.71891533900288 6.38732012555507 1.01014659926151e-34 ENSG00000137312.14 1.59441539227437e-30 131 128 0 0
-10.1853072010648 6.81782815990212 1.4861935554723e-34 ENSG00000265401.1 2.34580790795748e-30 117 239 0 0
-5.40215267406906 6.81788741739262 3.52833320640859e-34 ENSG00000044446.11 5.56912113299531e-30 181 170 2 3
-9.7169900351512 6.38583640799886 4.52160905570648e-34 ENSG00000141580.15 7.1369077335271e-30 144 115 0 0
-4.11715270016357 7.67214992814311 7.95948931945412e-34 ENSG00000214274.9 1.25632579418264e-29 295 344 7 16
-3.68322028721773 8.46728568082305 1.49956253548286e-33 ENSG00000152558.14 2.36690950600614e-29 629 489 26 28
9.51894534244678 5.8736395772807 2.33016711723233e-33 ENSG00000267426.5 3.6779357778395e-29 0 0 54 88
-9.69380931135324 6.36368177440209 7.70652461528202e-33 ENSG00000139318.7 1.21639784527611e-28 109 145 0 0
5.33252564438194 6.31540381289596 8.90257426420976e-33 ENSG00000244255.5 1.40518232186287e-28 0 7 62 125
-9.5908304634893 6.26943757596599 9.16835431777836e-33 ENSG00000185864.16 1.44713304551814e-28 121 116 0 0
3.56570466526795 7.95099796952551 1.12548598159471e-32 ENSG00000197956.9 1.77646707334908e-28 27 43 226 297
-3.73237365568231 8.16019097453184 1.76119716081274e-32 ENSG00000182718.16 2.77987359862682e-28 517 382 19 23
-9.59854015983937 6.27627680682692 1.85528387707568e-32 ENSG00000171867.16 2.92838007157625e-28 111 127 0 0
9.40922333990057 5.76011101321557 1.88128311519843e-32 ENSG00000268173.3 2.96941726902921e-28 0 0 55 76
-9.57349173753816 6.25335267116544 2.18485694835567e-32 ENSG00000243716.10 3.44857820728458e-28 113 121 0 0
6.49057867382567 5.76369194028153 2.24019300585542e-32 ENSG00000270136.6 3.53592064044219e-28 0 2 64 65
-9.56756144388318 6.24786608650783 3.47465907205987e-32 ENSG00000101104.12 5.48440187933929e-28 111 122 0 0
-9.5418194754629 6.22434015359821 4.5862451953984e-32 ENSG00000122884.12 7.23892941641684e-28 114 115 0 0
3.51483585107652 9.42088515306235 5.60961500612978e-32 ENSG00000085662.13 8.85421632567525e-28 73 124 739 658
4.07126926503044 8.10753778789769 7.38684946933213e-32 ENSG00000226976.3 1.16594032023938e-27 10 46 281 312
-9.60596895671838 6.2828473976738 1.16922248445564e-31 ENSG00000105583.10 1.84550076946479e-27 103 136 0 0
-9.75165791139531 6.41650728845502 1.32960395902891e-31 ENSG00000137267.5 2.09864688893123e-27 100 164 0 0
-5.19680544009198 6.6278119417554 2.03984912824297e-31 ENSG00000277209.1 3.21969786401871e-27 162 142 1 4
-4.12557619908016 7.51012045544838 2.18230186315217e-31 ENSG00000124253.10 3.44454526079938e-27 328 241 13 7
-9.49123900853056 6.17782065405616 4.33076150769356e-31 ENSG00000031823.14 6.83567396374351e-27 106 115 0 0
-9.46916678386974 6.15793340124488 9.20080090967133e-31 ENSG00000120948.17 1.45225441558252e-26 119 99 0 0
-9.45059989801844 6.14070574594993 1.08354297827497e-30 ENSG00000115657.13 1.71026423690922e-26 109 106 0 0
-9.45076457762081 6.14083315823391 1.10663350189334e-30 ENSG00000090863.11 1.74671031938845e-26 108 107 0 0
-4.1841069643106 7.15897935869382 1.43290213860377e-30 ENSG00000100941.8 2.2616927355722e-26 249 192 5 10
-3.37686718979332 8.39936531354871 1.48921012398007e-30 ENSG00000112715.21 2.35056925969014e-26 540 507 26 37
-9.45227331090569 6.14197976918766 2.52128180008417e-30 ENSG00000148175.12 3.97959119325286e-26 99 116 0 0
-9.4726561978237 6.16058777244369 2.61500056426483e-30 ENSG00000141232.4 4.1275168906356e-26 98 120 0 0
5.79689557878904 5.60240862831678 3.77730727642452e-30 ENSG00000249884.8 5.96210180510847e-26 2 1 49 66
-9.51946898843036 6.20326521089257 4.61060702099484e-30 ENSG00000128283.6 7.27738212193826e-26 94 131 0 0
3.5745289737531 9.91782247728494 5.50124355204062e-30 ENSG00000176153.11 8.68316282254091e-26 82 184 979 1002
-3.0927964086247 11.2223805342302 5.82082343718204e-30 ENSG00000147403.16 9.18758771324813e-26 3325 4176 242 310
4.33733046027986 6.41909308359978 7.63994085437335e-30 ENSG00000154930.14 1.20588826445429e-25 5 10 106 85
-9.37535360702811 6.07174672850342 1.04084156708183e-29 ENSG00000258232.2 1.64286432948196e-25 101 103 0 0
9.2979665243949 5.65102180272184 1.05095437844199e-29 ENSG00000285645.1 1.65882639093283e-25 0 0 44 78
3.60789072678535 7.12083480891839 1.34605793824018e-29 ENSG00000243955.5 2.1246178497183e-25 22 17 157 139
-9.41901590255519 6.11138972719352 1.82589248524226e-29 ENSG00000196739.14 2.88198869870638e-25 93 117 0 0
-9.35961714514284 6.05757624262739 2.69336133102582e-29 ENSG00000244687.11 4.25120152489116e-25 109 93 0 0
-9.38007839342482 6.07642457370364 3.40842580511384e-29 ENSG00000079308.18 5.37985929079168e-25 115 90 0 0
-9.57155121654904 6.25066177717773 3.52078986632218e-29 ENSG00000132031.12 5.55721472500293e-25 88 145 0 0
-2.94795400077318 11.8646991914898 4.32242763682873e-29 ENSG00000115414.18 6.82251978197047e-25 5703 5923 406 540
-9.31685607864322 6.01838769115826 8.5251282561377e-29 ENSG00000178127.12 1.34560624394877e-24 102 94 0 0
-9.3917067888699 6.08630378958673 1.04573618160705e-28 ENSG00000213923.11 1.65058998904857e-24 89 117 0 0
-9.30190111519872 6.00475270821882 1.22920953910458e-28 ENSG00000172164.14 1.94018433652267e-24 102 92 0 0
-9.29454198571095 5.99801959214792 1.62317713748498e-28 ENSG00000181061.13 2.56202279380629e-24 101 92 0 0
-9.28077061036223 5.98526888053187 3.46311177063176e-28 ENSG00000073792.15 5.46617561876518e-24 93 98 0 0
-9.27241083872166 5.97775327529155 3.81801029984221e-28 ENSG00000107104.18 6.02634745727095e-24 97 93 0 0
9.16094299118563 5.50470944119072 4.26481176809739e-28 ENSG00000173867.10 6.73157889476492e-24 0 0 59 50
-9.36463269001453 6.0625721482421 4.66516208459907e-28 ENSG00000121410.11 7.36349183433117e-24 121 82 0 0
-9.38557143281727 6.08048243460924 4.80292178151036e-28 ENSG00000182378.13_PAR_Y 7.58093173993595e-24 84 121 0 0
-5.2695193648703 7.12901514467991 8.41167815268849e-28 ENSG00000059804.15 1.32769927962035e-23 328 116 1 6
3.20672352958687 10.1852501522379 8.63572532726745e-28 ENSG00000240342.3 1.36306288565589e-23 257 150 877 1499
-4.01789416969823 7.18698128942986 1.44512427020798e-27 ENSG00000143924.18 2.28098414809628e-23 276 172 9 8
-9.21933291692917 5.92919519871552 2.56778663736382e-27 ENSG00000144283.21 4.05299442841505e-23 88 95 0 0
9.15957009160377 5.51322794763339 2.64782734935227e-27 ENSG00000285779.1 4.17933068821762e-23 0 0 38 73
2.965960669184 8.77614178074303 2.67977571429285e-27 ENSG00000116661.10 4.22975798743984e-23 85 94 433 437
-9.21970489418889 5.92947390587112 3.48994344161621e-27 ENSG00000108829.9 5.50852672824703e-23 86 97 0 0
9.40666042382293 5.73957908216499 4.14017046850742e-27 ENSG00000164089.8 6.5348450674921e-23 0 0 85 42
-9.21191007563936 5.92235250202841 5.28210498041384e-27 ENSG00000100201.20 8.33727450108521e-23 85 97 0 0
-9.23631155205104 5.94443623652288 5.74409215130958e-27 ENSG00000124067.16 9.06647505162704e-23 82 103 0 0
4.3062095122636 5.94346027239574 6.73920951512531e-27 ENSG00000254692.1 1.06371682986738e-22 8 3 68 71
-4.07798349603674 6.76122133519165 9.20253220799557e-27 ENSG00000137193.13 1.45252768371002e-22 156 171 2 10
-9.22066907488499 5.93017064374918 1.09749622844668e-26 ENSG00000091136.13 1.73228804698024e-22 81 102 0 0
-9.25258688587039 5.95910483757304 1.41068859356922e-26 ENSG00000163463.11 2.22663087608966e-22 79 108 0 0
-3.85584618668311 6.95905198612741 2.01067717773338e-26 ENSG00000131781.12 3.17365285733436e-22 213 163 8 8
3.51621913552881 7.37647823445181 2.08082169808499e-26 ENSG00000225972.1 3.28436896825734e-22 33 16 119 239
-9.12903063706941 5.84712023360706 3.3709796613897e-26 ENSG00000254505.9 5.3207542975375e-22 88 84 0 0
-3.78325789677912 6.8944188525958 3.40588253392085e-26 ENSG00000213246.6 5.37584499154067e-22 185 172 8 8
-9.15252111594305 5.86871042152393 3.97608031638464e-26 ENSG00000175265.17 6.27584517138152e-22 97 78 0 0
8.93767950268681 5.28623572940946 5.56611221194453e-26 ENSG00000261067.7 8.78555151533325e-22 0 0 44 50
-9.10359051722755 5.82400324255781 6.5181125221644e-26 ENSG00000073584.19 1.02881888049843e-21 87 82 0 0
-9.11274963342884 5.83223558085803 7.15825098654249e-26 ENSG00000274602.4 1.12985833571587e-21 84 86 0 0
-9.10434863306815 5.82458475530461 7.31322467432168e-26 ENSG00000124222.22 1.15431938259493e-21 83 86 0 0
3.2134873462749 7.06244096471179 7.49655471487934e-26 ENSG00000133935.6 1.18325619619656e-21 28 20 138 140
-9.12581331988263 5.84481533186446 9.07654568832909e-26 ENSG00000213213.13 1.43264197144586e-21 104 68 0 0
-9.10473280833711 5.82487550359476 9.11890711273729e-26 ENSG00000138834.12 1.43932829867445e-21 81 88 0 0
-9.09475635877095 5.81601532132437 9.79223235164539e-26 ENSG00000204370.10 1.54560595438371e-21 88 80 0 0
-9.10076215657001 5.82196777943131 1.09439813735032e-25 ENSG00000159399.9 1.72739801999375e-21 101 68 0 0
4.02613958661146 5.9194007229668 1.32534912329855e-25 ENSG00000156096.13 2.09193105621444e-21 5 8 65 70
4.65993918160433 5.65086796954067 1.343816302617e-25 ENSG00000260280.5 2.12107965205067e-21 3 4 45 71
-9.13288916878155 5.8498568285629 1.43398908844561e-25 ENSG00000130309.10 2.26340837720255e-21 69 103 0 0
-3.15558498331014 7.90405838276276 1.62029006371017e-25 ENSG00000167978.16 2.55746583656013e-21 350 373 17 34
-2.99638865746411 8.25645316923276 1.63213134516514e-25 ENSG00000173531.15 2.57615611520865e-21 472 450 33 39
-3.50906269757974 7.33456437642456 1.84812250198635e-25 ENSG00000108924.13 2.91707655713526e-21 240 248 4 23
-3.24059900734776 8.21099570178424 2.07099206939166e-25 ENSG00000047457.13 3.26885388232779e-21 434 473 14 47
-2.86303108499218 11.7995528473314 2.35670594730154e-25 ENSG00000177954.12 3.71982466722074e-21 4707 6303 372 587
-9.06927913248155 5.7928040743583 2.47538163978925e-25 ENSG00000122203.14 3.90714238024336e-21 84 81 0 0
5.15969595589159 5.36438032634875 3.40243124622295e-25 ENSG00000259522.3 5.3703974790383e-21 2 2 44 52
-9.06831320483075 5.79206805157991 3.5059008146024e-25 ENSG00000239900.12 5.53371384576842e-21 89 76 0 0
3.95845629618529 5.96024248471767 4.68338108985156e-25 ENSG00000128645.14 7.3922487122217e-21 6 8 71 67
-9.08466910670753 5.80710367503227 4.77908991487032e-25 ENSG00000130822.15 7.54331552163131e-21 95 72 0 0
-9.02752199735004 5.75444921087039 5.60444125567415e-25 ENSG00000003989.17 8.84605007795607e-21 69 91 0 0
-9.15068411120975 5.86570485338815 5.68681620305256e-25 ENSG00000198431.15 8.97607069489816e-21 65 109 0 0
4.3138823380925 5.66776990020323 6.47464498799808e-25 ENSG00000285839.1 1.02195796490562e-20 6 3 57 58
-9.15903688288931 5.87327754695244 6.73555540501841e-25 ENSG00000109920.12 1.06314006512811e-20 65 110 0 0
-9.10657639805802 5.82618380384963 7.86461643541646e-25 ENSG00000069702.10 1.24135105816613e-20 72 97 0 0
-9.08901707168948 5.81032190455391 8.32048834437103e-25 ENSG00000164828.17 1.31330588027552e-20 73 94 0 0
-9.03471388317381 5.76131674967146 8.46767742110172e-25 ENSG00000215252.11 1.3365382041467e-20 78 83 0 0
-9.03511246585515 5.76161488460701 1.11981798717945e-24 ENSG00000196305.17 1.76752071096405e-20 76 85 0 0
-8.94057149602747 5.67626577750983 1.13107632150683e-24 ENSG00000173209.23 1.78529086586638e-20 82 69 0 0
3.0041081908299 7.229364166116 1.14210295795633e-24 ENSG00000144485.10 1.80269530883827e-20 29 32 142 165
3.14544939494682 6.90714813158808 1.23811558294538e-24 ENSG00000169021.5 1.95424163612099e-20 24 21 123 126
2.76578329380482 11.3361380848186 1.53319560606253e-24 ENSG00000089220.4 2.4199959446091e-20 496 677 2482 2480
-8.91319419867608 5.6512806558755 1.64460571911687e-24 ENSG00000115561.15 2.59584566705407e-20 73 75 0 0
-9.03234493205081 5.75952784892169 1.6705068214576e-24 ENSG00000240801.1 2.63672796698868e-20 90 71 0 0
3.42385241120288 6.46834727679831 1.74104034442966e-24 ENSG00000159176.13 2.74805807964778e-20 11 17 93 96
3.60748143142359 6.21989934963319 1.86683242751391e-24 ENSG00000154920.14 2.94660830358795e-20 13 8 65 98
-9.02644936703341 5.75370152008637 2.08545857292058e-24 ENSG00000186715.11 3.29168781149785e-20 74 86 0 0
-4.94230868421774 6.11664866101171 2.32445247256026e-24 ENSG00000187231.13 3.66891578268911e-20 103 103 2 2
-2.92267080237318 8.15176422155995 2.3821503428846e-24 ENSG00000101361.16 3.75998610120906e-20 445 406 31 39
2.89049178318723 9.17284004975844 2.45896809275829e-24 ENSG00000124172.9 3.88123523760968e-20 157 90 567 566
-9.04517347613244 5.77052140526626 2.83364582995234e-24 ENSG00000204316.12 4.47262657799677e-20 71 91 0 0
-8.98899184972983 5.71990039236288 2.87427025373059e-24 ENSG00000171617.13 4.53674816848836e-20 77 79 0 0
-8.90189702838549 5.64128406610098 3.29415349288741e-24 ENSG00000260032.1 5.19949187317348e-20 80 67 0 0
-8.96961753684409 5.70245754144772 3.79942675467467e-24 ENSG00000151923.17 5.9970151895785e-20 80 74 0 0
-8.97626280444132 5.70900225553972 4.18720825628678e-24 ENSG00000143499.13 6.60908951172305e-20 93 62 0 0
8.81774215808219 5.17082114980035 4.65266905454491e-24 ENSG00000273088.1 7.34377283569368e-20 0 0 34 53
-8.89423015660111 5.63404014039939 4.86546983043996e-24 ENSG00000152102.17 7.67965758036643e-20 69 77 0 0
-8.97101969379592 5.70352484216458 5.65546485033577e-24 ENSG00000167930.15 8.92658571976998e-20 73 81 0 0
-8.97101969379592 5.70352484216458 5.65546485033577e-24 ENSG00000242086.8 8.92658571976998e-20 73 81 0 0
-8.99000834932926 5.7206577941427 5.84043380906107e-24 ENSG00000204394.12 9.21854072422199e-20 72 84 0 0
-8.98043988449614 5.71204186943931 6.2312562910857e-24 ENSG00000132716.18 9.83541492984967e-20 73 82 0 0
