logFC logCPM PValue gene_name adj_pval illumina_TPM_1 illumina_TPM_2 HepG2_Rep1_HepG2_batch1 HepG2_Rep2_HepG2_batch1
10.6154723170759 6.7365119884766 2.52679900241443e-46 ENSG00000161939.19 3.99461654291697e-42 0 0 155 250
-11.3325624318807 7.43553670936714 4.89203851923641e-46 ENSG00000254054.2 7.73382369506084e-42 232 374 0 0
-10.5065630849263 6.61956492796956 1.14809904675648e-45 ENSG00000266964.5 1.81502978301732e-41 168 175 0 0
-10.5279945615871 6.64060539588656 1.99556905097426e-45 ENSG00000136295.14 3.15479511268521e-41 166 182 0 0
10.6645522496305 6.77962307179093 1.09187137025277e-43 ENSG00000270617.1 1.72613944923261e-39 0 0 172 238
-10.3460466815199 6.4616356787635 1.22091323397126e-43 ENSG00000062582.13 1.93014173158516e-39 155 152 0 0
-11.040348025406 7.14605005386346 1.40707939798334e-43 ENSG00000235655.3 2.22445182027186e-39 193 302 0 0
-11.2724398490952 7.37581593344935 1.45784272896768e-43 ENSG00000132613.14 2.30470357022501e-39 215 366 0 0
6.96495115549971 6.87351693707722 2.72905746324986e-43 ENSG00000269403.1 4.31436694365171e-39 0 3 163 284
-10.3121546982512 6.42839672782827 4.92520860364769e-43 ENSG00000239672.7 7.78626228150663e-39 156 144 0 0
-10.3306953406747 6.44670558920369 6.01693670088813e-43 ENSG00000277209.1 9.51217523043405e-39 162 142 0 0
-10.6225206163003 6.73344245466385 7.08141267160324e-43 ENSG00000233024.7 1.11950052925376e-38 159 212 0 0
-10.4613928538696 6.57478442840873 1.45752339310189e-42 ENSG00000251562.8 2.30419873215478e-38 149 183 0 0
-10.289276311321 6.40571718097732 1.55244835547438e-42 ENSG00000169246.16 2.45426560516945e-38 144 151 0 0
-4.62079093025344 7.90312610034716 5.77255406481261e-42 ENSG00000187244.11 9.12583072106225e-38 412 399 11 26
-6.16218374437869 6.85932070302594 8.44882708035319e-42 ENSG00000088247.17 1.33567507313304e-37 211 190 2 4
7.17551990771665 6.55658803781624 1.85400586371036e-41 ENSG00000284431.1 2.93099786993971e-37 2 0 126 234
-10.2089100875321 6.32676061055203 2.29601990141959e-41 ENSG00000262814.7 3.62977786215424e-37 136 143 0 0
-10.3664672231252 6.48216551776204 3.64143975333883e-41 ENSG00000002586.19_PAR_Y 5.75675210605336e-37 178 134 0 0
-10.2856357804542 6.40193536880253 5.28967457034272e-41 ENSG00000182117.5 8.36244652825481e-37 135 159 0 0
-10.1337828931125 6.25316516811469 1.21428117397868e-40 ENSG00000112245.11 1.91965710794289e-36 135 130 0 0
-10.3056996391701 6.42155093960176 2.65356118324408e-40 ENSG00000204256.12 4.19501487459057e-36 133 165 0 0
-5.72216847388433 6.80393829455903 6.32023816729821e-40 ENSG00000124181.14 9.99166451868174e-36 185 199 1 7
10.1387389366871 6.27302367933084 1.57623427601126e-39 ENSG00000224205.2 2.4918687669462e-35 0 0 112 179
10.4328622961306 6.55035236277156 5.74992776488848e-39 ENSG00000198938.2 9.09006080351219e-35 0 0 151 195
11.2255405726433 7.35698038126244 6.75868244860156e-39 ENSG00000285772.1 1.06848010829942e-34 0 0 143 551
-10.1897079000428 6.30849528981366 1.00549162583663e-38 ENSG00000099977.14 1.58958171128512e-34 158 118 0 0
-9.9727852092771 6.09543623854661 1.56065219801368e-38 ENSG00000185864.16 2.46723505983983e-34 121 116 0 0
-4.27616172048307 10.9087118273884 2.5332433567028e-38 ENSG00000140988.15 4.00480442261146e-34 2998 3470 158 194
-10.4371633378939 6.55049540162201 3.9203436963841e-38 ENSG00000130522.5 6.19767134961362e-34 132 194 0 0
-10.8045159419708 6.91253379548192 5.18168803357036e-38 ENSG00000168488.18 8.19173061227138e-34 154 266 0 0
-9.95553194625769 6.0783813699591 7.68524389017533e-38 ENSG00000243716.10 1.21496020659782e-33 113 121 0 0
-4.58063535370684 7.76343099094239 8.57121759839249e-38 ENSG00000103495.13 1.35502379012987e-33 332 401 12 22
-9.93051428302767 6.05393975155271 1.46154133509231e-37 ENSG00000182979.17 2.31055069664743e-33 112 118 0 0
-4.95312821796572 9.0193070955039 1.77924497194006e-37 ENSG00000104419.14 2.81280837614003e-33 877 897 33 26
-3.49698313568521 11.8019967599398 3.91833830000774e-37 ENSG00000115414.18 6.19450101848224e-33 5703 5923 406 739
-5.07560479487397 7.06320589172526 6.64238560348302e-37 ENSG00000082641.15 1.05009474005463e-32 206 249 4 11
9.8617800787683 6.01251695505271 7.35078390119796e-37 ENSG00000283228.1 1.16208542694039e-32 0 0 82 165
-9.832521850468 5.95832288409492 1.20045104115278e-36 ENSG00000115657.13 1.89779305095844e-32 109 106 0 0
-5.16766024718127 6.71119379057765 1.76994540282381e-36 ENSG00000213246.6 2.79810668732416e-32 185 172 2 9
5.76857021999205 6.85321422766627 2.40279356938544e-36 ENSG00000244255.5 3.79857635384144e-32 0 7 164 269
10.195316534072 6.31933828255193 3.09404594624766e-36 ENSG00000257341.5 4.89137723642292e-32 0 0 128 166
9.89165577127034 6.03457068267402 3.51796660161015e-36 ENSG00000285762.1 5.56155340048548e-32 0 0 95 150
-9.85095586750798 5.97657719560945 4.70284812097556e-36 ENSG00000120948.17 7.43473259445027e-32 119 99 0 0
9.91046306512505 6.05125929178412 7.19137868610654e-36 ENSG00000261067.7 1.13688505648658e-31 0 0 98 149
4.87902711049823 7.58932093743758 8.53424126718308e-36 ENSG00000258674.5 1.34917820192897e-31 8 14 293 407
-9.88060488866028 6.00494638081795 1.005217462922e-35 ENSG00000137166.14 1.58914828713339e-31 102 120 0 0
5.81975935572574 6.4469624103635 1.29676487408813e-35 ENSG00000260669.2 2.05005558944592e-31 3 2 116 213
-5.2399005434887 6.690233318251 1.31983395808139e-35 ENSG00000044446.11 2.08652550433087e-31 181 170 5 5
-9.75729208519813 5.88486264931003 1.38948108979797e-35 ENSG00000258232.2 2.19663065486162e-31 101 103 0 0
-5.20558528019327 6.6445312361959 2.58498735630659e-35 ENSG00000089597.17 4.08660651158509e-31 174 166 4 6
-9.98823725408447 6.10992404604497 4.08817743497197e-35 ENSG00000105583.10 6.46299970694718e-31 103 136 0 0
4.656201852796 7.30994827059122 4.64687704394541e-35 ENSG00000198056.13 7.3462479187733e-31 14 7 225 358
-5.77342650525489 6.89606449822013 4.95555343339403e-35 ENSG00000183889.12 7.83423442285262e-31 171 237 4 4
5.69350068146716 6.78893806913194 5.27256923058586e-35 ENSG00000284681.2 8.33540469663319e-31 4 3 122 313
-3.70322601211033 10.3113322071163 5.40582217642171e-35 ENSG00000197958.12 8.54606427870508e-31 2082 2096 144 200
9.73840024457933 5.88965429510172 6.27065683020518e-35 ENSG00000281348.1 9.91328138287137e-31 0 0 83 139
-4.58611466282951 7.26891384094007 7.78247427140222e-35 ENSG00000219200.11 1.23033135756598e-30 234 285 8 16
-9.69868431730274 5.82791707307816 8.18310149280589e-35 ENSG00000178127.12 1.29366651499768e-30 102 94 0 0
-9.84999906558704 5.97584357659619 8.63144052151511e-35 ENSG00000141367.11 1.36454443204632e-30 124 94 0 0
6.7396434971261 7.01711928401605 1.43935678482311e-34 ENSG00000213860.4 2.27547914112686e-30 4 0 222 245
-9.67635144647363 5.80619467801725 1.69134313768038e-34 ENSG00000181061.13 2.67384436635892e-30 101 92 0 0
9.65971971757124 5.81753845134476 1.77180121739704e-34 ENSG00000173867.10 2.80104054458299e-30 0 0 74 139
-9.59965386233117 5.73161759050768 1.49003365594637e-33 ENSG00000267322.2 2.35559420668561e-29 96 87 0 0
-9.57653647635806 5.70904870815446 2.14116771430332e-33 ENSG00000101421.3 3.38497203954212e-29 91 89 0 0
5.1348302935208 6.59445441160325 2.31940611744096e-33 ENSG00000285839.1 3.66674913106241e-29 6 3 117 251
5.78168964121621 6.41808593880075 4.43475673025409e-33 ENSG00000254870.5 7.0109069148587e-29 2 3 98 233
-9.59882838122438 5.73096754644677 6.61836016675184e-33 ENSG00000270647.5 1.0462965587618e-28 100 83 0 0
-9.57756339942351 5.70986870841217 7.51633465143203e-33 ENSG00000204469.12 1.18825734504489e-28 86 94 0 0
3.8712723896612 7.65611331189183 1.06289309547147e-32 ENSG00000169021.5 1.68032769463085e-28 24 21 246 501
-9.77393646498668 5.90054195505104 1.09119919796165e-32 ENSG00000213923.11 1.72507681205758e-28 89 117 0 0
-9.59390299258603 5.72565568244221 1.29174847143136e-32 ENSG00000100201.20 2.04212515848584e-28 85 97 0 0
-9.51081664905723 5.64531051746843 1.30373197051295e-32 ENSG00000254505.9 2.06106987218392e-28 88 84 0 0
-4.95382131381617 6.37862962609205 1.79941595462318e-32 ENSG00000063244.12 2.84469668266379e-28 138 143 2 8
-4.84109825734595 7.38980399795557 2.71472190840697e-32 ENSG00000124253.10 4.29170386500058e-28 328 241 12 9
-9.49459127507347 5.62947925862374 2.73454341127816e-32 ENSG00000274602.4 4.32303967888964e-28 84 86 0 0
-10.1341928910902 6.25230194844625 2.93867635972575e-32 ENSG00000137267.5 4.64575345709044e-28 100 164 0 0
-9.48535468527612 5.62064750528491 3.55446373235439e-32 ENSG00000073584.19 5.61925171447905e-28 87 82 0 0
6.533002149204 5.94689709793289 3.86265222901069e-32 ENSG00000270136.6 6.10646690884301e-28 0 2 74 161
-9.4861979134777 5.62132669397027 3.90172906892334e-32 ENSG00000124222.22 6.16824348506091e-28 83 86 0 0
-9.4764842421284 5.6121055279364 5.66565051446941e-32 ENSG00000204220.11 8.95682689832469e-28 88 80 0 0
-9.4764842421284 5.6121055279364 5.66565051446941e-32 ENSG00000204370.10 8.95682689832469e-28 88 80 0 0
-9.80919059085922 5.93474706912052 5.91070507697179e-32 ENSG00000196924.15 9.3442336561847e-28 88 123 0 0
9.52076572523561 5.68974570168211 7.54830857677653e-32 ENSG00000285779.1 1.1933121029026e-27 0 0 61 136
-4.59531902836443 6.63014840867087 7.7891580337949e-32 ENSG00000125107.17 1.23138799356264e-27 176 156 6 9
-9.48662926807073 5.62166627328715 7.85075459678629e-32 ENSG00000138834.12 1.24112579420595e-27 81 88 0 0
-9.53753457657759 5.67089477611569 9.07224780915463e-32 ENSG00000167522.15 1.43423165614925e-27 81 94 0 0
5.12858309911868 6.4234068462044 1.03949107596835e-31 ENSG00000285589.1 1.64333144199837e-27 3 5 120 196
-9.56234470875133 5.6949009079983 1.16176915977667e-31 ENSG00000275023.4 1.83664086469094e-27 81 97 0 0
-10.5679870184619 6.6784954920572 1.23534049011306e-31 ENSG00000265401.1 1.95294978081974e-27 117 239 0 0
-9.7461200429701 5.87482162912459 1.27082710726341e-31 ENSG00000121410.11 2.00905057387272e-27 121 82 0 0
-10.6277901560692 6.73744437749498 1.31113509431419e-31 ENSG00000113916.17 2.0727734706013e-27 120 251 0 0
-9.47583447410059 5.61159446042932 1.5943340042505e-31 ENSG00000088367.21 2.52048262731962e-27 91 77 0 0
4.83657605556316 6.58706661942266 2.06161480279582e-31 ENSG00000254692.1 3.25920684173992e-27 8 3 117 246
6.81500386851511 6.19630499664344 2.09059958722878e-31 ENSG00000268230.5 3.30502888744998e-27 2 0 117 150
9.42985429298978 5.59708354717433 2.29741736501379e-31 ENSG00000285815.1 3.63198711235029e-27 0 0 66 114
-5.08043772555817 6.75460840347833 2.39015154373458e-31 ENSG00000120896.13 3.77859057549e-27 222 146 3 9
-4.86572972954663 7.74254912586879 2.41016323317991e-31 ENSG00000159335.15 3.81022705533412e-27 462 269 12 15
-9.44996817751635 5.58652567566598 2.68891112794005e-31 ENSG00000239900.12 4.25089960216043e-27 89 76 0 0
9.40471908137166 5.57594587065982 2.73617971212634e-31 ENSG00000264058.2 4.32562650690053e-27 0 0 61 118
3.88780768014051 7.39616584048058 4.56018749288146e-31 ENSG00000124208.16 7.20920040749631e-27 18 19 200 426
-9.41655882664055 5.55386228903821 4.74471274472288e-31 ENSG00000215252.11 7.5009163781324e-27 78 83 0 0
-6.36313290913791 7.47931971282416 4.94276945693602e-31 ENSG00000112096.17 7.81402423447015e-27 201 415 4 4
-9.76792891742947 5.89439497897292 5.94123670098735e-31 ENSG00000182378.13_PAR_Y 9.3925011005909e-27 84 121 0 0
-4.55962956898505 6.49231301590215 6.71196619763543e-31 ENSG00000130396.20 1.06109473618419e-26 153 148 5 9
-11.1297193562709 7.23716937997712 1.31352598247943e-30 ENSG00000196656.7 2.07655322570173e-26 394 139 0 0
-9.42627623184829 5.56309901688354 1.63430584039479e-30 ENSG00000100083.18 2.58367410308013e-26 75 87 0 0
-9.63483791512883 5.7649602634353 1.6794588464637e-30 ENSG00000163463.11 2.65505649037446e-26 79 108 0 0
9.36071337699615 5.53085558652272 2.61072678787425e-30 ENSG00000273088.1 4.1272979789504e-26 0 0 64 107
-9.46618518134705 5.60248879138225 3.30509009863032e-30 ENSG00000130822.15 5.22501693692468e-26 95 72 0 0
-9.40838999766172 5.54579372155335 3.55260559155803e-30 ENSG00000186715.11 5.61631417969409e-26 74 86 0 0
-9.32396830628727 5.46444733875067 4.00987094887224e-30 ENSG00000105647.16 6.33920498307212e-26 74 77 0 0
-9.41389069332096 5.5517710116246 4.03050667422004e-30 ENSG00000240801.1 6.37182800127446e-26 90 71 0 0
-9.31428348234614 5.45512343397255 4.49425641141187e-30 ENSG00000204304.11 7.10496996080102e-26 74 76 0 0
-9.35288008318571 5.49224645450873 5.19570965631705e-30 ENSG00000167930.15 8.21389739567163e-26 73 81 0 0
-9.35288008318571 5.49224645450873 5.19570965631705e-30 ENSG00000242086.8 8.21389739567163e-26 73 81 0 0
-9.36231868717598 5.50133818994925 5.24366341647549e-30 ENSG00000132716.18 8.28970749510611e-26 73 82 0 0
5.08500275725648 6.20241715639048 5.34966990791942e-30 ENSG00000260280.5 8.45729315742982e-26 3 4 100 171
-9.32215257461808 5.4630058174429 9.88692691727669e-30 ENSG00000173209.23 1.56302427635227e-25 82 69 0 0
-3.64023931998153 7.49284241291018 1.27416097256521e-29 ENSG00000126247.10 2.01432108152834e-25 309 278 16 37
-9.25548279085708 5.39845216728027 2.04208709923028e-29 ENSG00000196821.9 3.22833549517315e-25 71 73 0 0
-9.24532916193371 5.38869553829518 2.34762636238507e-29 ENSG00000139180.10 3.71136251629456e-25 71 72 0 0
-4.05059921562276 7.4197053660003 2.35765015330241e-29 ENSG00000130175.9 3.72720912735578e-25 246 321 10 29
-9.28345434034928 5.42569425451664 2.88290403688599e-29 ENSG00000260032.1 4.55758299191307e-25 80 67 0 0
9.98918861003857 6.1588928009495 3.12389950314149e-29 ENSG00000255292.8 4.93857272451639e-25 0 0 64 225
-9.42725931035713 5.56379372425385 3.14976696122112e-29 ENSG00000204316.12 4.97946658899446e-25 71 91 0 0
-4.90858012348243 6.34814543008261 4.52468625615706e-29 ENSG00000063245.14 7.1530765023587e-25 159 116 3 7
-3.03223504754319 11.0756812894423 4.60058570118705e-29 ENSG00000142534.6 7.27306593500661e-25 3435 3382 336 584
4.97746222559874 6.10364868923943 5.61243261366948e-29 ENSG00000255639.3 8.87269471895009e-25 3 4 89 165
-4.60804743915141 6.98273920506244 7.25847357958022e-29 ENSG00000183426.16 1.14749208819584e-24 175 249 8 11
-9.1831202147248 5.3289407857635 9.17039242100885e-29 ENSG00000182095.14 1.44974733783729e-24 70 67 0 0
-9.20494152823473 5.34975772649774 1.24265938233991e-28 ENSG00000205476.8 1.96452021754116e-24 67 72 0 0
-9.40964604772433 5.54666783532805 1.27431397031502e-28 ENSG00000003989.17 2.01456295567101e-24 69 91 0 0
-4.62371348838294 6.69830416530703 1.40018462934656e-28 ENSG00000188157.14 2.21355188053398e-24 160 187 9 6
-9.27656036082619 5.41850586277938 1.40897695792519e-28 ENSG00000282508.1 2.22745167278393e-24 67 79 0 0
9.56961023488722 5.71433248011511 1.97041428039554e-28 ENSG00000269307.1 3.1150279358773e-24 0 0 85 105
-9.17221335053368 5.31851836832697 1.9858245398547e-28 ENSG00000213145.9 3.1393900150563e-24 71 65 0 0
-9.50712376765226 5.64261926691315 2.0395584158992e-28 ENSG00000213213.13 3.22433789969504e-24 104 68 0 0
4.4905613215964 9.87976289212852 2.33388811714307e-28 ENSG00000197061.4 3.68964372439147e-24 65 77 1669 1529
-3.3290232025814 8.01016842595369 2.53449714151794e-28 ENSG00000204463.12 4.00678653102571e-24 435 392 31 61
-9.80619588472497 5.93415288158941 2.58975614349735e-28 ENSG00000184897.5 4.09414548725496e-24 137 75 0 0
-9.21300505303192 5.35790684768955 2.62877398979047e-28 ENSG00000126749.15 4.15582880045975e-24 77 63 0 0
-9.16146157810963 5.308213235841 2.93490844285841e-28 ENSG00000275895.6 4.63979675731485e-24 71 64 0 0
-9.2262655373945 5.37010432502434 3.90598399129079e-28 ENSG00000100926.14 6.17497009183161e-24 65 76 0 0
-3.89386334216922 6.72590224508184 4.57678903291581e-28 ENSG00000100813.14 7.23544578213661e-24 184 163 8 18
9.93131350962334 6.04787382714915 5.12986020010989e-28 ENSG00000129965.15 8.10979599035372e-24 0 0 118 118
-9.32594913541873 5.46588875879009 5.47638598042491e-28 ENSG00000136720.6 8.65761859645373e-24 66 85 0 0
-3.61941255746856 8.27369922746264 5.88325282188738e-28 ENSG00000130821.15 9.30083438612176e-24 565 445 39 49
-9.11861067657785 5.26702657449834 6.24535854753491e-28 ENSG00000102572.14 9.87328732779794e-24 67 64 0 0
-9.36411015837292 5.502582488815 8.04907830786225e-28 ENSG00000203879.11 1.27247878968994e-23 66 89 0 0
-9.68244512048991 5.81060775684794 1.07256424912906e-27 ENSG00000008710.19 1.69561682144812e-23 73 120 0 0
-9.08560246888343 5.23534517912662 1.5249699590457e-27 ENSG00000259316.11 2.41082500825535e-23 64 64 0 0
-9.33585815415899 5.47532835536518 1.54334203258064e-27 ENSG00000165689.16 2.43986941930674e-23 65 87 0 0
-9.10842055701194 5.25712525286749 1.54843683316688e-27 ENSG00000001630.16 2.44792378955352e-23 63 67 0 0
-9.22680123190689 5.37047733552077 1.74836582952293e-27 ENSG00000179134.15 2.7639915398928e-23 63 78 0 0
-9.31680594456204 5.4569313413797 2.74475256378686e-27 ENSG00000092098.16 4.33917932809064e-23 64 86 0 0
9.43089014368942 5.58305293635374 3.54171994361249e-27 ENSG00000255245.4 5.59910505885698e-23 0 0 77 96
6.92829775365414 5.50772514235623 3.69395913934086e-27 ENSG00000261553.5 5.83978000338397e-23 0 1 51 121
-9.03963507710166 5.19139520552047 4.15455378317839e-27 ENSG00000204822.6 6.56793407582671e-23 63 61 0 0
-4.7701854399555 5.92007890301338 4.28465707115942e-27 ENSG00000244687.11 6.77361436379593e-23 109 93 3 5
-9.16393929310056 5.31011839530758 4.33913968486922e-27 ENSG00000139636.15 6.85974592780975e-23 61 74 0 0
-9.05181674744755 5.20295174085745 5.05082187533405e-27 ENSG00000078804.12 7.9848443027156e-23 61 64 0 0
-2.95331548784845 13.6141521626617 5.06119524416931e-27 ENSG00000091513.15 8.00124356150726e-23 21816 17649 2036 3588
-9.12036934907992 5.2683795373578 6.34617636071295e-27 ENSG00000188895.11 1.00326702086511e-22 60 71 0 0
-9.01646176336467 5.16921430766177 7.85885164567734e-27 ENSG00000104897.9 1.24240585666513e-22 61 61 0 0
-9.01670975254595 5.1694140985597 9.85116399355753e-27 ENSG00000178188.14 1.55737051574151e-22 60 62 0 0
-9.00473295453567 5.15799461244091 1.14089997735645e-26 ENSG00000159202.17 1.80364877420281e-22 60 61 0 0
-9.29778871956104 5.43848004553158 1.24580644069978e-26 ENSG00000229833.9 1.96949540210228e-22 62 86 0 0
-9.04981096666001 5.20137116027594 2.0217048144542e-26 ENSG00000197594.12 3.19611314117065e-22 69 56 0 0
-9.08716391030135 5.23651761190222 2.19875173782964e-26 ENSG00000131467.10 3.47600662233488e-22 58 70 0 0
-9.00524219154457 5.15839569528776 2.34568736282652e-26 ENSG00000115419.12 3.70829715189245e-22 58 63 0 0
-4.02314658651132 8.28757885663126 2.40309507629674e-26 ENSG00000244731.7 3.79905300611751e-22 383 651 25 46
6.75277425303472 5.33490143422624 2.70984752630804e-26 ENSG00000271853.5 4.28399795434038e-22 0 1 55 92
-9.17527935032064 5.32079640041731 2.72443119243227e-26 ENSG00000135048.13 4.30705327211618e-22 59 77 0 0
-9.18053492511442 5.32704912058384 2.78295998760963e-26 ENSG00000260342.2 4.39958144441206e-22 80 57 0 0
-8.967710954106 5.12278813398495 2.87911885177612e-26 ENSG00000105722.9 4.55159899277287e-22 62 56 0 0
-9.14303902376715 5.28987783422057 4.21643537474685e-26 ENSG00000167680.15 6.66576268393729e-22 58 75 0 0
-9.07602083514646 5.22580479054976 4.41063407139566e-26 ENSG00000167363.13 6.9727714034694e-22 57 70 0 0
-5.2431494390509 6.94492882434931 4.45276961866317e-26 ENSG00000160678.11 7.03938349014461e-22 282 140 5 7
-8.98151423026016 5.13569409055956 7.20058696926432e-26 ENSG00000184465.16 1.138340793971e-21 56 63 0 0
-8.9936994774213 5.14729085494251 7.38574895249234e-26 ENSG00000282458.1 1.16761305189951e-21 56 64 0 0
-3.13349460019038 10.2682520896041 8.81519105728705e-26 ENSG00000148303.16 1.39359355424651e-21 1895 2026 141 383
-8.90598517165371 5.06391658111419 9.14729480628347e-26 ENSG00000129473.9 1.44609583592535e-21 57 56 0 0
-3.07177496335716 8.19290276580906 1.10280343015327e-25 ENSG00000173531.15 1.7434219427293e-21 472 450 45 76
-4.94444288034884 5.69030617803514 1.17230262365741e-25 ENSG00000174437.16 1.85329321774001e-21 80 92 2 4
-4.61394059098728 5.77325364313997 1.4623131747754e-25 ENSG00000104859.14 2.31177089800243e-21 89 92 3 5
5.9190632708453 5.36617882374959 1.59233008510114e-25 ENSG00000256861.1 2.5173146315364e-21 2 0 52 99
-8.88002185185349 5.03926228948576 1.60872231319355e-25 ENSG00000213189.5 2.54322910492768e-21 57 54 0 0
-9.01806813916859 5.17041306732968 1.78561560295244e-25 ENSG00000142327.12 2.82287970670751e-21 55 67 0 0
-3.24166393916249 10.1630169829472 1.80873816528967e-25 ENSG00000070756.15 2.85943416550644e-21 1795 1878 116 344
-9.05348045897724 5.20413720209179 1.90396549426971e-25 ENSG00000184575.11 3.00997904989099e-21 55 70 0 0
5.34420709068659 6.42868708763361 2.01479508278336e-25 ENSG00000178464.6 3.18518954637222e-21 3 4 146 158
