logFC logCPM PValue gene_name adj_pval illumina_TPM_1 illumina_TPM_2 K562_ONT_Rep1_K562_batch1 K562_ONT_Rep2_K562_batch1
7.86236436092409 7.28910781756998 2.61337804321938e-51 ENSG00000075618.17 3.16793686399053e-47 1 1 75 174
-11.3683176690633 8.43508231663032 3.12939784903361e-51 ENSG00000105583.10 3.79345607259854e-47 454 454 0 0
-4.45395158562871 10.8714206968484 4.30161404325005e-51 ENSG00000166710.18 5.21441654322771e-47 2463 2668 34 72
5.58123820339211 7.17388090884009 4.61436158719366e-50 ENSG00000160789.19 5.59352911599615e-46 5 5 68 158
-11.3593068685728 8.42649952579011 5.49964097310814e-50 ENSG00000178127.12 6.66666478760169e-46 434 467 0 0
5.09662126242428 7.55989829040108 6.68428886787423e-49 ENSG00000204394.12 8.10269496563714e-45 9 9 90 194
10.5057107638376 7.12867562122692 3.84549909118144e-48 ENSG00000051523.10 4.66151399833014e-44 0 0 78 144
-4.51903875141601 11.0349410608992 6.60123627252172e-48 ENSG00000274274.1 8.00201860955083e-44 2761 3007 43 67
-11.0292122136893 8.12188252767852 9.50718719557164e-48 ENSG00000205323.8 1.15246123184719e-43 362 356 0 0
-11.0599009478564 8.15005234994847 1.35102237536439e-47 ENSG00000163463.11 1.63770932341672e-43 364 369 0 0
5.95000239396551 7.37878829243354 1.41488506290372e-47 ENSG00000172354.9 1.71512367325189e-43 4 5 96 155
-11.0938081739374 8.18120613364846 2.4656624920615e-47 ENSG00000204382.11 2.98887607287695e-43 367 383 0 0
-11.0204304395685 8.11432874269166 4.03562005600524e-47 ENSG00000244687.11 4.89197863188956e-43 391 325 0 0
11.6691678499318 8.45116104676314 2.32816947319669e-46 ENSG00000219928.2 2.82220703540903e-42 0 0 115 439
5.12526360059583 6.83696499302466 2.89146397733942e-46 ENSG00000013306.15 3.50503263333084e-42 5 6 57 122
3.88413376735806 9.91129966854591 3.0796128067708e-46 ENSG00000167355.8 3.73310664436757e-42 102 86 400 855
6.59006863475974 6.88568245242504 3.08664747498644e-46 ENSG00000204469.12 3.74163406917856e-42 2 2 57 134
-3.73461689466986 11.7515688915098 5.00865824159632e-46 ENSG00000241468.7 6.07149552046306e-42 4744 4580 102 214
6.54991134833389 6.83219132031675 1.6956351570551e-45 ENSG00000130725.7 2.0554489373822e-41 2 2 62 120
10.1513409894044 6.75048365869014 3.90950884456015e-45 ENSG00000285641.1 4.73910662137582e-41 0 0 58 118
-4.07442476799474 11.3141455850779 7.89650122774345e-45 ENSG00000205777.17 9.57213878827061e-41 3366 3567 67 114
-10.7840945209026 7.89695317289643 8.8873416325921e-45 ENSG00000235655.3 1.07732355270281e-40 322 285 0 0
-10.8505915566926 7.95753138602301 1.03737009240754e-44 ENSG00000139180.10 1.25750002601642e-40 315 319 0 0
10.086294729245 6.67933528957643 3.52728831037007e-44 ENSG00000273088.1 4.2757788898306e-40 0 0 56 112
12.9336476503485 9.79219029926166 5.3773925965767e-44 ENSG00000198938.2 6.51847530557027e-40 0 0 217 1191
-10.66679780276 7.78929641763165 3.08748278162061e-43 ENSG00000239900.12 3.74264662788051e-39 289 270 0 0
5.36867496731455 6.61401989669319 3.45957434133466e-43 ENSG00000126934.13 4.19369601656588e-39 4 4 47 110
-10.7578493224453 7.87317634344175 4.84299953284785e-43 ENSG00000258017.1 5.87068403371816e-39 329 268 0 0
-11.2939896588271 8.36773711745874 9.2390764108553e-43 ENSG00000203396.3 1.11996084252388e-38 528 342 0 0
-10.6416859921885 7.76651653017226 1.13786761240186e-42 ENSG00000259781.1 1.37932311975354e-38 293 257 0 0
-10.6309380333308 7.75670923743637 1.73384904080316e-42 ENSG00000244509.3 2.10177180726159e-38 292 254 0 0
-5.32244794573582 8.9861856555459 2.6321585230496e-42 ENSG00000205352.10 3.19070256164073e-38 618 718 5 10
10.6923041254709 7.30286022394247 5.07628507294232e-42 ENSG00000265257.5 6.15347276542068e-38 0 0 100 142
4.32221852920145 7.87796303307277 8.73515000222151e-42 ENSG00000099624.7 1.05887488326929e-37 16 21 107 232
10.086518842588 6.69619398072474 1.39278739084761e-41 ENSG00000169710.8 1.68833687518547e-37 0 0 47 126
4.58172353953195 6.84576980619656 3.16027178661252e-41 ENSG00000196924.15 3.8308814597317e-37 8 8 58 118
-10.7881862838385 7.9014492503286 4.24582830712152e-41 ENSG00000120948.17 5.14679307389271e-37 353 258 0 0
-11.0199620158022 8.11240937909934 5.17318694630207e-41 ENSG00000186010.18 6.27093721630737e-37 316 394 0 0
-10.6964947352567 7.81594182650364 6.38691057176934e-41 ENSG00000037241.7 7.74221299509879e-37 273 296 0 0
4.75538260038676 6.59231715086662 1.13275395820202e-40 ENSG00000185883.11 1.37312434813249e-36 6 6 45 107
4.97956413343967 6.38636966252527 1.13696852980155e-40 ENSG00000137970.7 1.37823325182544e-36 5 4 43 90
5.06449521079422 6.47835244766856 1.19443893079953e-40 ENSG00000105364.13 1.44789887191519e-36 4 5 41 102
9.85230040488963 6.42484695283362 1.53758772322731e-40 ENSG00000184897.5 1.86386383809615e-36 0 0 50 92
5.35701296430024 6.39897882229085 1.92630895408404e-40 ENSG00000108344.14 2.33507171414067e-36 4 3 46 89
7.4450580679843 7.34438697755412 2.38282739764763e-40 ENSG00000257529.5 2.88846337142846e-36 1 2 105 140
9.81705884003855 6.38890869749709 2.8659735820926e-40 ENSG00000270617.1 3.47413317621264e-36 0 0 48 91
12.1838568952782 9.01471272632372 6.18922101340982e-40 ENSG00000227081.5 7.50257371245539e-36 0 0 134 695
4.05777646944202 8.03776244660929 6.38272871352616e-40 ENSG00000161179.13 7.73714374653641e-36 24 25 124 243
10.2135111604394 6.84678986063105 6.97907705652916e-40 ENSG00000236439.4 8.46003720792465e-36 0 0 48 144
-10.4998604694598 7.63706406809736 7.3602986708331e-40 ENSG00000079785.14 8.92215404878388e-36 273 226 0 0
4.55683326780463 7.95576545830644 1.04907330935725e-39 ENSG00000172270.19 1.27168666560286e-35 16 17 96 274
-10.4179272199087 7.5621036071694 1.45631791132232e-39 ENSG00000100764.13 1.76534857210492e-35 252 219 0 0
-3.9552365646024 11.7744941716949 2.6815737522607e-39 ENSG00000135821.18 3.25060370249042e-35 5430 4179 105 160
7.25751937464112 6.64804031682735 5.78148499674483e-39 ENSG00000105329.9 7.00831611305409e-35 2 0 43 124
-10.4326120219481 7.57475541675387 1.2133097322694e-38 ENSG00000008324.11 1.47077405745697e-34 229 245 0 0
4.07650378560348 7.40613226005678 1.34907076423883e-38 ENSG00000106682.14 1.63534358041031e-34 17 15 75 174
-10.4633790257156 7.6027278417588 1.91934685402861e-38 ENSG00000170296.9 2.32663225645348e-34 231 253 0 0
10.1587247952975 6.72922866724797 2.11674655460177e-38 ENSG00000164897.12 2.56592017348827e-34 0 0 68 102
5.0518096077794 6.28870667358076 2.34610897843149e-38 ENSG00000141873.10 2.84395330365465e-34 4 4 37 89
-10.439143819882 7.5806401348467 2.4360832634004e-38 ENSG00000205155.7 2.95302013189397e-34 228 248 0 0
-10.2010203818079 7.3644237357029 9.14100447087463e-38 ENSG00000071243.15 1.10807256195942e-33 214 191 0 0
5.95171877724227 6.20949703113976 1.09074055218612e-37 ENSG00000130821.15 1.32219569736002e-33 2 2 37 85
-10.4088043219789 7.55290968576768 1.26469515159393e-37 ENSG00000258289.8 1.53306346276216e-33 222 244 0 0
-4.41457528484581 8.73692346819773 2.72045690585415e-37 ENSG00000175449.13 3.2977378612764e-33 552 543 8 15
-10.2430500334332 7.40221944049902 2.9853732373312e-37 ENSG00000155957.17 3.61886943829288e-33 206 210 0 0
-10.167930036455 7.33441800148645 4.12800582869264e-37 ENSG00000116478.11 5.00396866554122e-33 212 184 0 0
5.90465812475353 6.1607842889969 5.59948415276599e-37 ENSG00000125970.11 6.78769468998294e-33 2 2 36 82
9.79943217225141 6.3877388887698 5.8027197617071e-37 ENSG00000205609.12 7.03405689514134e-33 0 0 37 105
-10.1322742118016 7.30185089701343 5.91285562507155e-37 ENSG00000117335.19 7.16756358871173e-33 202 184 0 0
-4.83121591835255 8.52433531410305 7.14531595688555e-37 ENSG00000169442.8 8.66155200293666e-33 448 495 4 11
-10.278808034514 7.43452812068266 1.72055316341872e-36 ENSG00000214114.8 2.08565454469618e-32 205 221 0 0
10.3449913248893 6.91282039376924 1.79894430039022e-36 ENSG00000270136.6 2.18068028093303e-32 0 0 81 108
9.5543737048166 6.1132691328598 1.82792482792416e-36 ENSG00000224550.1 2.21581047640967e-32 0 0 37 80
-3.76651275197354 9.70681316699761 4.3396208717594e-36 ENSG00000124802.11 5.26048842074674e-32 1076 1099 26 45
-10.1768888380289 7.34284573731657 5.82809045011812e-36 ENSG00000143815.14 7.06481124363319e-32 221 178 0 0
4.89990520209373 6.13483551276751 6.81974051415495e-36 ENSG00000125656.9 8.26688945125863e-32 3 5 38 74
-10.0516492232873 7.22860738607221 7.15070732024724e-36 ENSG00000198901.13 8.6680874136037e-32 191 174 0 0
3.75830730951967 7.78255328722707 1.23243063006097e-35 ENSG00000055118.14 1.49395240975991e-31 23 27 95 216
-3.66609195685857 10.1418317966352 2.43737288965314e-35 ENSG00000108654.14 2.95458341683754e-31 1592 1379 40 62
-3.25164221588384 11.2115877295907 2.91953039173474e-35 ENSG00000164032.11 3.53905474086086e-31 3048 3151 95 199
10.1968739628069 6.84838333769405 2.93442501935144e-35 ENSG00000105701.15 3.55711000845781e-31 0 0 43 151
-10.2698009834013 7.42610974624639 3.26972270406885e-35 ENSG00000229833.9 3.96355786187226e-31 199 224 0 0
-3.59107129719907 11.2182519502654 3.53463967061542e-35 ENSG00000198918.7 4.28469020872002e-31 2958 3382 66 181
-10.0975750938633 7.26989613553489 3.88269914433087e-35 ENSG00000213246.6 4.70660790275788e-31 185 191 0 0
-4.24171353179699 9.54290531424568 4.22959129537831e-35 ENSG00000124635.8 5.12711056825759e-31 929 1031 20 25
4.67757340826507 8.26576087559285 6.91600514918643e-35 ENSG00000196205.8 8.38358144184379e-31 20 17 105 358
-10.3076628605277 7.46043108090409 8.13478354318615e-35 ENSG00000278615.4 9.86098461105025e-31 201 233 0 0
-4.23654469642882 8.95551411932979 8.49798379156642e-35 ENSG00000183283.15 1.03012559521368e-30 699 589 5 27
10.3891735040649 6.94818291367583 1.52292712273189e-34 ENSG00000262660.1 1.84609225817559e-30 0 0 86 106
4.8077277675409 6.04322939831585 1.55646366532838e-34 ENSG00000204389.9 1.88674525511106e-30 4 4 36 69
10.1907161264241 6.8457656886987 2.09477322841569e-34 ENSG00000242071.3 2.5392841074855e-30 0 0 42 152
-9.98041491984714 7.16428471635447 6.75152098911625e-34 ENSG00000120992.17 8.18419374300671e-30 191 157 0 0
4.14514317019248 6.41773217495575 9.15630193738932e-34 ENSG00000143811.18 1.10992692085033e-29 8 8 38 94
5.24088833326675 6.05660947994841 1.07209194684591e-33 ENSG00000160113.5 1.29958985796661e-29 3 3 39 68
3.59899566970529 8.01046203347758 1.07288338481981e-33 ENSG00000130726.11 1.30054923907857e-29 33 31 102 259
4.70149715582875 6.93902247928999 1.76552542487412e-33 ENSG00000188486.3 2.14016992003241e-29 8 8 74 109
4.72215451710497 5.9600378745544 1.82371790993013e-33 ENSG00000100401.19 2.2107108504173e-29 4 4 34 65
4.1027385362445 7.41044338106081 2.0708144524478e-33 ENSG00000011304.19 2.51024127925722e-29 16 16 92 150
-9.94810897823098 7.13425994144612 2.25447813882781e-33 ENSG00000148444.15 2.73287839988707e-29 167 172 0 0
3.59651917354027 7.46066950135064 2.64243162320441e-33 ENSG00000152082.13 3.20315561364838e-29 23 22 76 174
5.13288959745374 5.95277187535253 3.45018556693652e-33 ENSG00000100034.13 4.18231494424045e-29 3 3 30 71
-5.40326775040412 7.61962204245605 3.70062418741038e-33 ENSG00000082153.17 4.48589663997886e-29 263 221 2 3
-9.89555392986421 7.08671321732882 3.83512017056556e-33 ENSG00000116791.13 4.64893267075958e-29 163 164 0 0
-9.82142248180277 7.01979047497311 6.02984682136136e-33 ENSG00000161960.14 7.30938031685424e-29 161 150 0 0
-9.81240799407666 7.01159767087889 8.00147678812728e-33 ENSG00000229140.9 9.69939016256789e-29 159 150 0 0
-3.24548465934499 10.2008856414944 8.13231473055086e-33 ENSG00000100804.18 9.85799191637376e-29 1508 1517 45 100
5.6413681812912 5.89283473235029 8.75088029870321e-33 ENSG00000065268.10 1.0607817098088e-28 2 2 31 67
4.24241560061727 6.19910027289026 1.12636459695786e-32 ENSG00000110651.11 1.36537916443232e-28 6 7 40 73
4.57820868849963 7.21464828837654 1.2402516738616e-32 ENSG00000105373.18 1.50343307905503e-28 11 9 55 176
-9.79640493551305 6.99731991464493 1.85493121652348e-32 ENSG00000137575.11 2.24854762066977e-28 164 142 0 0
4.83668310994416 5.87964848981116 2.61612617194296e-32 ENSG00000160211.17 3.17126814562926e-28 4 3 29 66
4.35610681397935 6.06457269852545 2.94763332957733e-32 ENSG00000101057.15 3.57312112211364e-28 5 6 37 67
10.0288180786439 6.56022308276131 4.90781011465591e-32 ENSG00000215414.4 5.94924742098589e-28 0 0 67 84
6.48432399268951 5.82093809717806 5.97380211609474e-32 ENSG00000238103.4 7.24144292513005e-28 1 1 29 66
3.88587783218405 6.42447031926212 6.60978586912403e-32 ENSG00000105610.5 8.01238243055215e-28 9 10 39 91
5.59154020977925 5.84186564969913 9.35793926096935e-32 ENSG00000167641.10 1.1343693972147e-27 2 2 28 67
-3.67597616275823 9.27456883621095 1.4345432699615e-31 ENSG00000123975.4 1.73895335184733e-27 742 839 18 38
-3.23884178083346 10.5453067331817 1.65828165920208e-31 ENSG00000113558.18 2.01016902728477e-27 1886 1974 65 116
-4.85345804480763 7.74466313127861 1.87779078975221e-31 ENSG00000132485.13 2.27625799533763e-27 283 244 4 4
-3.74520901927057 8.64878833433224 2.05873976332526e-31 ENSG00000085231.13 2.49560434110288e-27 508 497 10 24
4.74018800000404 8.21400793572433 2.73562580061398e-31 ENSG00000169100.13 3.31612559550426e-27 15 19 96 356
-9.70370365667844 6.913470792707 3.96404447676678e-31 ENSG00000180964.16 4.80521471473669e-27 155 132 0 0
-9.7174264192694 6.92548032001817 4.85112933367253e-31 ENSG00000132286.11 5.88053897827784e-27 144 145 0 0
4.71836637978422 5.96268425904018 4.92125634826948e-31 ENSG00000182196.13 5.96554694537226e-27 4 4 26 75
3.36651736475022 7.67557793333032 6.01359692507088e-31 ENSG00000111057.10 7.28968219257092e-27 31 29 94 184
7.12648444150865 7.54546030500407 7.26486929093769e-31 ENSG00000125534.9 8.80647455447467e-27 2 2 51 259
-9.71309262634627 6.92204646182957 7.61140581743816e-31 ENSG00000165732.12 9.22654613189853e-27 158 131 0 0
5.05410699220328 6.11664093713457 1.13676965201514e-30 ENSG00000125652.7 1.37799217217275e-26 3 4 27 87
-9.60594745718398 6.82500543575606 2.11965961763401e-30 ENSG00000188739.14 2.56945138849595e-26 142 126 0 0
9.39383124486325 5.92930278673554 2.48234798359275e-30 ENSG00000215269.5 3.00910222571113e-26 0 0 40 62
9.21481136866955 5.75776371649239 2.48817896816183e-30 ENSG00000124208.16 3.01617054520577e-26 0 0 26 67
5.4870023515246 6.35306421714417 2.64712037863089e-30 ENSG00000130175.9 3.20883932297636e-26 3 3 29 107
4.42519371978281 6.35745152498272 2.71091055661943e-30 ENSG00000159335.15 3.28616577673407e-26 7 6 50 75
-3.62019738568969 8.67660146546764 2.76015686863318e-30 ENSG00000138442.9 3.34586215615715e-26 527 495 10 28
-9.59017574203062 6.81072336464799 2.77335382877608e-30 ENSG00000139146.13 3.36185951124237e-26 139 126 0 0
-2.86088939074915 11.6910594454762 3.21092186055247e-30 ENSG00000185885.15 3.8922794793617e-26 4345 4116 175 345
-9.67118338086478 6.88439544822361 3.55343100777992e-30 ENSG00000131747.14 4.30746906763082e-26 158 123 0 0
9.31057154685216 5.84989173239115 3.65292634878111e-30 ENSG00000235288.3 4.42807731999247e-26 0 0 37 60
-9.62984499634295 6.84635619973399 3.66102804857432e-30 ENSG00000263585.1 4.43789820048179e-26 136 136 0 0
6.01737713093 6.23085609145232 3.6663764913766e-30 ENSG00000104903.4 4.44438158284672e-26 2 2 52 68
5.34130604191874 5.89484887630006 3.68294123088044e-30 ENSG00000236552.2 4.46446136007326e-26 2 3 37 59
-4.38553687738129 7.96626841560693 3.8144713025984e-30 ENSG00000113851.14 4.62390211300978e-26 306 309 6 7
3.6233006581592 7.66138053735469 4.32618527024146e-30 ENSG00000100075.9 5.2442017845867e-26 26 24 76 215
3.52051730227804 6.81212899862708 6.62878816226517e-30 ENSG00000169021.5 8.03541701029784e-26 15 16 55 106
4.3138874600679 6.28230316868408 7.10884866813765e-30 ENSG00000196642.18 8.61734635551646e-26 7 6 31 92
9.05984854322741 5.59951505284579 1.01684610029819e-29 ENSG00000161939.19 1.23262084278146e-25 0 0 26 57
-9.4846255637502 6.71534878304853 1.1167306572776e-29 ENSG00000250501.2 1.3537009027519e-25 124 122 0 0
4.23709556873713 5.81637280694114 1.13973642514567e-29 ENSG00000160932.10 1.38158849456158e-25 5 5 29 59
4.93146181003093 7.4408475040985 1.20701307253923e-29 ENSG00000183010.16 1.46314124653205e-25 7 11 58 216
-10.0327141504411 7.20972595624402 1.22661651407325e-29 ENSG00000259112.2 1.4869045383596e-25 157 201 0 0
3.30913798679106 9.52356223225756 1.44369655822152e-29 ENSG00000130656.4 1.75004896787613e-25 108 102 345 551
-5.20809041365804 7.45597727996064 1.59039974258389e-29 ENSG00000189266.12 1.92788256796019e-25 233 193 3 2
9.24935487390757 5.79918538149376 1.93378974974194e-29 ENSG00000078808.16 2.34413993463717e-25 0 0 25 71
-9.41718809376904 6.65464024959469 2.08433205977194e-29 ENSG00000123219.12 2.52662732285555e-25 123 112 0 0
10.6880103733493 7.23223250267379 2.68004537895744e-29 ENSG00000284874.1 3.24875100837221e-25 0 0 116 107
-9.47926394140675 6.71046052264442 2.96425975518463e-29 ENSG00000170180.21 3.59327567523481e-25 122 123 0 0
-9.4181537441735 6.65547660459266 3.03494593538028e-29 ENSG00000165704.14 3.67896146286797e-25 120 115 0 0
4.42033202954821 5.9967798084963 3.17051354218243e-29 ENSG00000058262.9 3.84329651583354e-25 5 5 26 76
-3.03356928036609 10.1909537836122 3.27099828313469e-29 ENSG00000143742.12 3.96510411881587e-25 1538 1431 46 122
3.95550502642195 6.03719868845227 3.85255353150915e-29 ENSG00000149781.12 4.67006539089539e-25 7 7 30 71
-4.46321556778123 7.52319416667007 4.1331224983462e-29 ENSG00000198843.12 5.01017109249526e-25 228 215 2 7
-9.39274824884448 6.63260999739652 4.45485928481318e-29 ENSG00000124279.11 5.40018042505054e-25 120 111 0 0
-9.39306926960628 6.63289165737982 5.02171657520711e-29 ENSG00000246067.7 6.08732483246606e-25 119 112 0 0
5.19618683027151 6.04039560945061 6.73847042011064e-29 ENSG00000102119.10 8.16837384325811e-25 3 3 25 84
4.59632181832395 7.16338641245772 7.31039513904448e-29 ENSG00000240342.3 8.86166098754972e-25 8 12 89 119
-10.1060048110802 7.27565490708082 7.45507331650065e-29 ENSG00000110848.8 9.03703987426209e-25 157 219 0 0
9.0574216252581 5.59342627945917 8.45327873889424e-29 ENSG00000128283.6 1.02470644872876e-24 0 0 24 59
-4.14946432977634 10.5035316073657 8.52436578870777e-29 ENSG00000187514.16 1.03332362090716e-24 1992 1922 46 44
4.57576325065365 7.41593128177731 8.97923842643505e-29 ENSG00000173457.10 1.08846328205246e-24 11 13 107 135
2.95890249622142 10.8280402357992 1.1473764403156e-28 ENSG00000108107.14 1.39084972095057e-24 312 310 618 1660
3.41639097819169 6.76408564981391 1.16663445195591e-28 ENSG00000069482.6 1.41419428266095e-24 16 16 52 103
3.57024968726991 6.34605696674877 1.22420397979716e-28 ENSG00000071626.16 1.48398006431012e-24 11 11 38 82
9.48095932026532 6.06887056747228 1.40619893995193e-28 ENSG00000262526.2 1.70459435500972e-24 0 0 26 90
4.7289939582596 5.56157071503752 1.75162454078852e-28 ENSG00000179632.9 2.12331926834385e-24 3 3 24 52
5.32924684481672 5.58038418145139 1.88689007856091e-28 ENSG00000126882.12 2.28728815323154e-24 2 2 23 56
4.01810563320348 5.987618860337 2.63404256744064e-28 ENSG00000055070.16 3.19298640025154e-24 7 6 34 63
9.0304753158897 5.57497438606423 3.09023689085599e-28 ENSG00000196961.12 3.74598515909563e-24 0 0 29 52
-5.05475986768272 7.5738346957333 3.13085951594553e-28 ENSG00000166411.13 3.79522790522918e-24 239 224 5 1
9.05137773904198 5.59499233975972 3.37419582867704e-28 ENSG00000285589.1 4.09020018352231e-24 0 0 30 52
6.20256425764178 5.53745025303518 3.51874696804717e-28 ENSG00000140564.11 4.26542507466677e-24 1 1 24 54
-3.28674198916437 9.8206437925124 5.35722927909243e-28 ENSG00000135046.13 6.49403333211584e-24 1135 1175 26 86
8.9704253029597 5.50761202114389 5.4057247685875e-28 ENSG00000204388.6 6.55281956448177e-24 0 0 24 54
-9.49121743609174 6.72182894093498 5.48599239609325e-28 ENSG00000132424.15 6.65011998254423e-24 140 108 0 0
-4.15893430682903 8.14097065273475 6.02598799780418e-28 ENSG00000214049.7 7.30470265093823e-24 347 349 9 8
-3.25167345497883 9.03564589215868 6.24323114003187e-28 ENSG00000165672.6 7.56804478794664e-24 657 648 17 46
-9.33361903180227 6.57941049031923 7.87395138568333e-28 ENSG00000136536.14 9.54480386972534e-24 121 101 0 0
4.22684383107036 5.65834975803764 7.93214073570921e-28 ENSG00000104969.9 9.61534099982671e-24 5 4 26 53
-2.76284242864168 11.3041891683101 8.09013755571406e-28 ENSG00000005022.5 9.80686474503659e-24 3440 2969 127 307
-9.35280066468606 6.59670879658592 8.89746673737488e-28 ENSG00000274536.6 1.07855091790458e-23 123 102 0 0
-3.24140081782872 10.3414553037828 9.17808624754283e-28 ENSG00000041357.15 1.11256761492714e-23 1674 1666 62 90
-3.54437040014355 8.65060801741476 9.67664887258699e-28 ENSG00000171421.12 1.173003376335e-23 476 520 11 28
-9.31417474679492 6.56188178875144 1.02816974175349e-27 ENSG00000092531.9 1.24634736095358e-23 119 100 0 0
6.46599268443874 6.27021489292959 1.03947105193826e-27 ENSG00000141522.11 1.26004680915956e-23 2 1 57 66
