logFC logCPM PValue gene_name adj_pval illumina_TPM_1 illumina_TPM_2 GM12878_ONT_Rep1_GM12878_batch1 GM12878_ONT_Rep2_GM12878_batch1
-2.79315166738173 5.58228164490272 1.31589223204253e-05 ENSG00000184209.14 0.162499531734932 47 42 1 4
-1.84515141643388 7.64773498006047 1.31994861807665e-05 ENSG00000081870.11 0.163000454846286 175 220 18 26
-2.7116758258234 5.74299188042828 1.3206448846358e-05 ENSG00000171155.7 0.163086436803675 59 42 2 4
-2.13103488890376 6.7683040644462 1.32263659788625e-05 ENSG00000112339.14 0.163332393472973 148 67 13 6
-2.51631811841753 6.10430582173185 1.34185275250616e-05 ENSG00000114744.8 0.165705396406985 87 46 6 3
-1.80751145734571 7.75631639564787 1.35386368759183e-05 ENSG00000143252.14 0.167188626780716 131 291 16 33
2.23828249963823 5.64449379647392 1.35489168190288e-05 ENSG00000023318.7 0.167315573798187 12 13 15 33
2.23741327595518 5.65040791925093 1.36085309827869e-05 ENSG00000102572.14 0.168051749106435 8 17 18 30
2.29137788836552 5.49456528162891 1.36434511945431e-05 ENSG00000189306.10 0.168482978801413 12 10 25 18
-1.60051470307427 9.38109902467227 1.36896153204564e-05 ENSG00000104408.9 0.169053059592316 769 567 75 100
2.58233599532126 4.77648480906284 1.36898016055864e-05 ENSG00000136158.11 0.169055360027386 5 6 11 16
2.4716303415873 5.20200917787747 1.41651151176619e-05 ENSG00000104960.15 0.174925006588007 3 13 20 16
-2.75442009130292 5.7902572117278 1.4325780967426e-05 ENSG00000136824.18 0.176909069166743 61 44 5 1
-2.85246610472082 5.63942930060782 1.45494989916927e-05 ENSG00000147162.13 0.179671763048413 62 32 3 2
-2.26697106857895 6.46895664379899 1.4647247883339e-05 ENSG00000076242.14 0.180878864111353 113 60 8 6
3.21506930848317 4.00996142837608 1.47703307388424e-05 ENSG00000185291.11 0.182398814293965 2 2 4 12
3.21401842588109 4.01119393396479 1.48360422535952e-05 ENSG00000128191.15 0.183210285789647 1 3 4 12
2.91669318106642 4.44921212336801 1.48747269202151e-05 ENSG00000197858.10 0.183688002737737 2 5 10 12
2.9191655669981 4.45048665579103 1.49046420715606e-05 ENSG00000171161.12 0.184057424941702 2 5 11 11
3.21802553437821 4.01254207961541 1.49079725389027e-05 ENSG00000151502.10 0.184098552882909 2 2 6 10
-1.73492338283372 8.1944577654597 1.49178570813763e-05 ENSG00000254999.3 0.184220617097916 319 264 37 32
3.21952621401522 4.0138338621322 1.4976950541767e-05 ENSG00000259305.6 0.18495036224028 2 2 7 9
2.27417122482602 5.55617650822799 1.49784235970573e-05 ENSG00000154832.14 0.18496855300006 8 15 21 24
2.93103303396192 4.45450523439743 1.49987583124182e-05 ENSG00000197386.12 0.185219666400052 3 4 15 7
2.00769667446764 6.3811479982488 1.50267243341036e-05 ENSG00000159720.11 0.185565018801845 20 27 34 42
3.21847944986166 4.01506798531348 1.50429022447833e-05 ENSG00000109736.14 0.185764799820829 1 3 7 9
6.63592151836472 3.66762452189452 1.53095167464819e-05 ENSG00000146828.17 0.189057222302305 0 0 5 9
6.63592151836472 3.66762452189452 1.53095167464819e-05 ENSG00000148400.10 0.189057222302305 0 0 5 9
6.63592151836472 3.66762452189452 1.53095167464819e-05 ENSG00000185834.10 0.189057222302305 0 0 5 9
4.60608389674789 3.6567490912162 1.53095167464819e-05 ENSG00000204231.10 0.189057222302305 0 1 6 7
4.60610927502755 3.66067630465683 1.53095167464819e-05 ENSG00000250081.1 0.189057222302305 0 1 9 4
6.63592151836472 3.66762452189452 1.53095167464819e-05 ENSG00000283496.1 0.189057222302305 0 0 5 9
1.94123588623468 6.71436508305055 1.54357019181469e-05 ENSG00000177105.9 0.190615482987196 24 37 45 49
-2.60851609987208 5.85449208897299 1.55710062745269e-05 ENSG00000121152.9 0.192286356484132 72 38 3 4
-2.331025211154 6.32815327625354 1.56925667634128e-05 ENSG00000132541.10 0.193787506961385 84 71 9 3
-2.44087035046884 5.87313291888129 1.57414812564809e-05 ENSG00000198000.11 0.194391552036282 63 47 0 8
2.44676056743415 5.09128166550517 1.5880815420192e-05 ENSG00000126453.9 0.196112189623951 4 11 21 12
-1.59770761660948 9.26142129116094 1.60351893552909e-05 ENSG00000084623.11 0.198018553348487 766 465 69 92
-1.76187652894517 7.98451248908586 1.60386531291425e-05 ENSG00000135441.7 0.19806132749178 262 240 24 35
2.37963053212216 5.29058827563874 1.63639882086894e-05 ENSG00000006744.18 0.202078890389106 7 11 17 21
-1.65429673825757 8.70254871323501 1.63813282534439e-05 ENSG00000184983.10 0.202293022601778 407 420 44 61
-2.40094313625957 6.140454964167 1.64149411113562e-05 ENSG00000155465.18 0.202708107784137 95 41 5 5
3.80917781305112 3.71278444820672 1.64904973508109e-05 ENSG00000181396.12 0.203641151785164 0 2 3 10
3.80935518954056 3.71408319310651 1.65364129704014e-05 ENSG00000168061.14 0.204208163771487 0 2 4 9
3.80954630556228 3.71538297218438 1.65835740491277e-05 ENSG00000087152.15 0.204790555932678 0 2 5 8
-1.57167420591499 9.57671130741052 1.66350333982242e-05 ENSG00000111229.15 0.20542602743467 782 738 88 116
-2.07518254983372 6.7829826636777 1.66549605869408e-05 ENSG00000081154.11 0.205672108288132 127 88 11 9
-2.04295240627099 6.81078458154128 1.66861257045018e-05 ENSG00000276070.4 0.206056966324893 130 89 8 13
-1.52505720184295 10.4165797998766 1.67159859886724e-05 ENSG00000117450.13 0.206425710974115 1577 1156 174 202
-1.86279553386272 7.50853958251677 1.69163955336188e-05 ENSG00000105819.13 0.208900568444658 234 128 20 19
1.85272605852079 6.94576300306096 1.70732959252735e-05 ENSG00000130520.10 0.210838131381202 34 41 55 53
-1.64272021596832 8.73043097395754 1.75995333638207e-05 ENSG00000150459.12 0.217336637509822 412 430 43 65
-1.58095899976428 9.3660524196673 1.76747331008482e-05 ENSG00000163584.17 0.218265279062374 577 728 84 90
-1.83811518788429 7.5405305580889 1.79253420852362e-05 ENSG00000181610.12 0.221360049410582 196 171 14 27
-2.8323984096773 5.62226680245176 1.80517027134183e-05 ENSG00000153898.12 0.222920476808003 48 44 3 2
-1.64937389434548 8.69590358505495 1.81021819862712e-05 ENSG00000242485.5 0.223543845348463 356 463 52 52
2.35514647536504 5.1957910587055 1.82901349878336e-05 ENSG00000078061.12 0.225864876964757 4 13 23 12
-2.96497063372022 5.45660247974492 1.83294120305594e-05 ENSG00000204954.9 0.226349909165378 41 40 2 2
-6.55784066767079 4.34555183423939 1.83790862021163e-05 ENSG00000265784.1 0.226963335509935 5 28 0 0
2.55240225108749 4.97452658394372 1.86376428037555e-05 ENSG00000240230.5 0.230156250983577 5 8 16 15
-6.57867150798922 4.3606664747024 1.87804025673361e-05 ENSG00000036054.12 0.231919191304033 23 11 0 0
-6.57991016630712 4.36164841672655 1.88061877281811e-05 ENSG00000108576.9 0.232237612255309 22 12 0 0
-6.57991016630712 4.36164841672655 1.88061877281811e-05 ENSG00000130119.15 0.232237612255309 22 12 0 0
-6.57991016630712 4.36164841672655 1.88061877281811e-05 ENSG00000132466.18 0.232237612255309 22 12 0 0
-6.57991016630712 4.36164841672655 1.88061877281811e-05 ENSG00000163006.11 0.232237612255309 22 12 0 0
-6.58115040323179 4.36263040530506 1.88319397466855e-05 ENSG00000012048.21 0.23255562393182 21 13 0 0
-1.89185949183528 7.34667300990986 1.88458736708026e-05 ENSG00000075914.12 0.232727693960741 187 134 18 16
-6.58363558209342 4.36459452021956 1.88833447102988e-05 ENSG00000112763.16 0.23319042382748 19 15 0 0
-6.58363558209342 4.36459452021956 1.88833447102988e-05 ENSG00000175215.10 0.23319042382748 19 15 0 0
-6.58488050870892 4.36557664560222 1.89089978303494e-05 ENSG00000107815.9 0.233507214206985 18 16 0 0
-6.58488050870892 4.36557664560222 1.89089978303494e-05 ENSG00000157349.16 0.233507214206985 18 16 0 0
-6.58612698328817 4.36655881563256 1.89346181579667e-05 ENSG00000118197.13 0.233823599632731 17 17 0 0
-6.58612698328817 4.36655881563256 1.89346181579667e-05 ENSG00000129534.13 0.233823599632731 17 17 0 0
-6.58612698328817 4.36655881563256 1.89346181579667e-05 ENSG00000172058.15 0.233823599632731 17 17 0 0
-6.58862454605384 4.36852328772718 1.89857607777736e-05 ENSG00000125952.18 0.234455159844726 15 19 0 0
2.44323599549335 4.99980676422854 1.89860527059589e-05 ENSG00000198171.12 0.234458764865886 3 11 16 15
-6.59112821013975 4.37048793268307 1.90367732464274e-05 ENSG00000119318.12 0.235085112820132 13 21 0 0
-6.59112821013975 4.37048793268307 1.90367732464274e-05 ENSG00000253716.5 0.235085112820132 13 21 0 0
-6.59363791579615 4.37245274667647 1.90876562295627e-05 ENSG00000285508.1 0.23571346677887 11 23 0 0
3.50576947677533 3.90742955067812 1.91157316843666e-05 ENSG00000054967.12 0.236060170570243 1 2 9 6
-1.57833752102557 9.3290043588825 1.94225834590777e-05 ENSG00000115956.9 0.23984948313615 930 366 79 91
-6.6157052363857 4.38898704948578 1.95106484524198e-05 ENSG00000105879.11 0.240936997738932 27 8 0 0
-6.6157052363857 4.38898704948578 1.95106484524198e-05 ENSG00000137502.9 0.240936997738932 27 8 0 0
-6.6194304402439 4.39189913911197 1.95842047308791e-05 ENSG00000139505.11 0.241845344221626 24 11 0 0
-6.62067496976058 4.39286991398089 1.96086639025487e-05 ENSG00000156265.15 0.242147390532574 23 12 0 0
-6.62192088560602 4.39384072724298 1.96330933911719e-05 ENSG00000125629.14 0.242449070287582 22 13 0 0
-6.62192088560602 4.39384072724298 1.96330933911719e-05 ENSG00000137364.4 0.242449070287582 22 13 0 0
-6.62192088560602 4.39384072724298 1.96330933911719e-05 ENSG00000165169.10 0.242449070287582 22 13 0 0
-6.62192088560602 4.39384072724298 1.96330933911719e-05 ENSG00000170776.21 0.242449070287582 22 13 0 0
-6.62192088560602 4.39384072724298 1.96330933911719e-05 ENSG00000171428.13 0.242449070287582 22 13 0 0
-6.62192088560602 4.39384072724298 1.96330933911719e-05 ENSG00000196295.11 0.242449070287582 22 13 0 0
-6.62316818114534 4.39481157843581 1.96574932625526e-05 ENSG00000117174.10 0.242750384299262 21 14 0 0
-6.62316818114534 4.39481157843581 1.96574932625526e-05 ENSG00000131944.9 0.242750384299262 21 14 0 0
-1.74800060659259 7.90670688713205 1.96624105940613e-05 ENSG00000173221.13 0.242811108426063 241 232 25 31
-1.75296160572944 7.90501604274692 1.96756597135011e-05 ENSG00000115233.11 0.242974721802025 290 186 22 34
-6.62441684976642 4.39578246709676 1.96818635820371e-05 ENSG00000152133.14 0.243051333374576 20 15 0 0
-6.62441684976642 4.39578246709676 1.96818635820371e-05 ENSG00000172939.8 0.243051333374576 20 15 0 0
-6.62441684976642 4.39578246709676 1.96818635820371e-05 ENSG00000204556.4 0.243051333374576 20 15 0 0
-2.63745318165985 5.69237432040065 1.97060437318733e-05 ENSG00000285417.1 0.243349934044904 47 49 4 2
-6.62566688488138 4.39675339276304 1.97062044145101e-05 ENSG00000079150.17 0.243351918314785 19 16 0 0
-6.62566688488138 4.39675339276304 1.97062044145101e-05 ENSG00000141425.17 0.243351918314785 19 16 0 0
-6.62691827992573 4.39772435497166 1.9730515824408e-05 ENSG00000223797.5 0.243652139915615 18 17 0 0
-6.62817102835815 4.39869535325946 1.97547978757184e-05 ENSG00000086200.16 0.243951998967246 17 18 0 0
-6.62817102835815 4.39869535325946 1.97547978757184e-05 ENSG00000175895.3 0.243951998967246 17 18 0 0
-6.62817102835815 4.39869535325946 1.97547978757184e-05 ENSG00000264019.1 0.243951998967246 17 18 0 0
-6.62817102835815 4.39869535325946 1.97547978757184e-05 ENSG00000270505.1 0.243951998967246 17 18 0 0
-6.62817102835815 4.39869535325946 1.97547978757184e-05 ENSG00000281179.1 0.243951998967246 17 18 0 0
-6.62817102835815 4.39869535325946 1.97547978757184e-05 ENSG00000285756.1 0.243951998967246 17 18 0 0
-6.6294251236603 4.3996663871631 1.97790506319882e-05 ENSG00000215472.10 0.244251496254422 16 19 0 0
-1.58232024070556 9.22214624839856 1.97863065417758e-05 ENSG00000142168.14 0.24434109948439 567 615 76 81
-2.30068313813467 6.17698907397281 1.98245891941852e-05 ENSG00000094880.10 0.244813851958993 100 39 4 7
-2.66969062812859 5.70572876926892 1.9873966380473e-05 ENSG00000188313.12 0.245423610832461 61 37 1 5
2.84850487748155 4.56558394646865 1.98817317079095e-05 ENSG00000002822.15 0.245519504860974 3 5 7 17
2.03247446489685 6.05349286488897 1.9892514781908e-05 ENSG00000146112.11 0.245652665041782 15 22 27 34
2.85352858525097 4.56811014110843 1.99482050918965e-05 ENSG00000100997.18 0.24634038467983 3 5 9 15
2.14122980205356 5.62272210023218 1.99616028213679e-05 ENSG00000171159.4 0.246505833241073 13 13 23 23
2.85856634441907 4.57063954631117 2.00146405436491e-05 ENSG00000173786.16 0.247160796073523 3 5 11 13
-1.86911059630553 7.40110112299871 2.00344828036125e-05 ENSG00000128708.12 0.247405828141811 189 144 17 19
2.11358124674502 5.812991267438 2.00398602488298e-05 ENSG00000049656.13 0.247472234212799 10 20 30 22
2.86109046132174 4.5719054539542 2.00478439855604e-05 ENSG00000184602.5 0.247570825377686 3 5 12 12
3.16306042594124 4.22392602758991 2.02278944398385e-05 ENSG00000196189.12 0.249794268437565 2 3 7 12
3.16360317655554 4.22637847067152 2.03305415556859e-05 ENSG00000174109.4 0.251061857671165 1 4 8 11
3.1674494310657 4.22650072296364 2.03356543267919e-05 ENSG00000071054.16 0.251124995281553 2 3 9 10
2.22034727697579 5.46074850117819 2.06166095265257e-05 ENSG00000051620.10 0.254594511043065 6 16 13 29
-1.77376887895181 7.74539365556159 2.0628269464547e-05 ENSG00000198937.8 0.254738499617691 137 280 23 26
-2.20959596793631 6.31451397739537 2.10268364638694e-05 ENSG00000151665.12 0.259660403492323 83 69 4 9
2.07320972248136 5.87285895076762 2.11938976933724e-05 ENSG00000160213.7 0.261723442615456 13 19 28 26
3.12917356989938 3.95518504065449 2.12006626637653e-05 ENSG00000109111.14 0.261806983234838 2 2 8 7
3.12917356989938 3.95518504065449 2.12006626637653e-05 ENSG00000140332.15 0.261806983234838 2 2 8 7
-2.18465921081664 6.39517254549093 2.16546910050888e-05 ENSG00000196154.11 0.267413779221841 64 96 6 8
-2.20210080102168 6.40274891901486 2.16698989489862e-05 ENSG00000240344.8 0.26760158212103 96 67 4 10
-1.4969342757029 10.5046188440256 2.23000048980782e-05 ENSG00000105640.12 0.275382760486368 1376 1496 169 239
-2.35808886606023 6.12152913024373 2.28227146361577e-05 ENSG00000151287.16 0.281837703041911 67 65 9 1
-1.45205018340278 11.9408811983047 2.2862723746076e-05 ENSG00000125691.12 0.282331775540292 4365 3437 489 646
-2.01352095003929 6.8468085674019 2.29932093162226e-05 ENSG00000215845.10 0.283943141846033 93 129 8 14
-3.10768853133349 5.2333513860859 2.30081900018589e-05 ENSG00000135698.9 0.284128138332956 37 31 2 1
-2.02296926237662 6.78535344892284 2.32571767006577e-05 ENSG00000168090.9 0.287202875076421 119 95 5 16
-1.45375746649824 11.7614876574072 2.34904748589833e-05 ENSG00000110700.6 0.290083874033585 2858 3960 455 543
2.35248804385345 5.18376949329542 2.34937479920749e-05 ENSG00000143368.9 0.290124293954133 10 7 17 18
2.3418110166914 5.18383933755843 2.34956895902995e-05 ENSG00000089154.10 0.290148270750608 7 10 15 20
-1.92431413127657 7.10810024368666 2.36929847782763e-05 ENSG00000067066.16 0.292584669026934 126 142 14 14
-1.84717752312655 7.33760877336093 2.37945398020129e-05 ENSG00000239713.8 0.293838772015057 197 121 13 22
-1.62355860253394 8.69574483327054 2.40070142448489e-05 ENSG00000101361.16 0.296462618909639 466 357 57 48
-2.25586553884227 6.26200851420311 2.40316143219459e-05 ENSG00000136243.16 0.29676640526171 91 56 7 5
1.99310230648673 6.17858896090351 2.42242355775712e-05 ENSG00000163344.5 0.299145085147427 13 28 29 37
-2.62559392555668 5.67649862760618 2.42657956495511e-05 ENSG00000146918.19 0.299658310476306 72 24 2 4
2.13253241046531 5.61830270048275 2.43814770789207e-05 ENSG00000101445.9 0.301086860447591 13 13 19 27
-1.4350482419238 12.6638034650612 2.44082966234571e-05 ENSG00000089157.15 0.301418055003072 6992 5849 795 1100
-1.82426596920047 7.44751785231973 2.44758686991999e-05 ENSG00000109606.12 0.30225250256642 218 126 21 17
2.50404474584219 4.93970169360141 2.45076836453234e-05 ENSG00000158195.10 0.302645385336098 5 8 15 15
2.51658115329191 4.94583075052837 2.46216136922021e-05 ENSG00000128604.19 0.304052307485004 5 8 20 10
-1.96852649575988 6.92767205084874 2.49867744824857e-05 ENSG00000003056.7 0.308561678084216 103 132 9 15
1.96482828285068 6.35212057470289 2.51478638284852e-05 ENSG00000077312.8 0.310550970417964 18 29 32 42
2.19577831743527 5.44051377389901 2.53209872410034e-05 ENSG00000137409.19 0.312688871439151 6 16 17 24
-2.50772967699326 5.94185889260624 2.53336466916094e-05 ENSG00000156256.14 0.312845202994685 56 60 4 4
2.65930529181155 4.71232299466505 2.54987548541795e-05 ENSG00000065057.7 0.314884123694262 3 7 11 15
-1.84908136101971 7.34645293460606 2.55434856683413e-05 ENSG00000107949.16 0.315436504518347 181 138 16 19
-2.67887063985948 5.7309169511933 2.57597875981874e-05 ENSG00000114098.17 0.318107617050016 65 35 5 1
-2.0940317175726 6.58007095221345 2.58161315441472e-05 ENSG00000146223.14 0.318803408438673 115 70 8 9
-2.39200394483633 5.99270301724884 2.5918225200146e-05 ENSG00000153774.8 0.320064162996603 63 57 3 6
-2.3808718561703 5.99634420226566 2.59286058508975e-05 ENSG00000070081.16 0.320192353652734 61 59 6 3
-1.44174019095931 11.9352635096121 2.60256449142052e-05 ENSG00000174444.14 0.321390689045519 3341 4345 494 642
2.52680385285776 4.73751120617164 2.6185194418856e-05 ENSG00000079819.18 0.323360965878453 5 6 10 16
2.53193484534028 4.73999678057101 2.62522971174659e-05 ENSG00000092621.12 0.324189617103587 5 6 12 14
1.67260880085136 7.76431543657558 2.64169169964114e-05 ENSG00000167468.16 0.326222507988685 57 86 84 99
2.25785802667819 5.27837598475127 2.65829133140301e-05 ENSG00000247077.6 0.328272396514957 7 12 14 23
3.39496607253105 4.1381208861167 2.69742407394682e-05 ENSG00000103197.17 0.333104898891693 0 4 13 5
3.39496607253105 4.1381208861167 2.69742407394682e-05 ENSG00000175221.14 0.333104898891693 0 4 13 5
-1.77841796327547 7.67628381769391 2.74229523167653e-05 ENSG00000138185.19 0.338646038159735 311 97 27 19
-2.27404107652874 6.284308523422 2.81815852584869e-05 ENSG00000115919.14 0.348014396357055 98 52 9 3
-6.50200453947282 4.30286864001744 2.86252465598805e-05 ENSG00000118242.15 0.353493169767965 14 18 0 0
-6.50200453947282 4.30286864001744 2.86252465598805e-05 ENSG00000138032.20 0.353493169767965 14 18 0 0
-6.50200453947282 4.30286864001744 2.86252465598805e-05 ENSG00000204252.13 0.353493169767965 14 18 0 0
-6.50200453947282 4.30286864001744 2.86252465598805e-05 ENSG00000253633.1 0.353493169767965 14 18 0 0
-1.89832909248593 7.07369857468124 2.86683633690107e-05 ENSG00000168701.18 0.354025619243913 113 147 9 19
-1.61045819210004 8.64524583195639 2.86990092294971e-05 ENSG00000178035.11 0.35440406497506 428 363 45 58
1.8925483328674 6.492437342876 2.89503709823367e-05 ENSG00000156127.6 0.357508131260875 26 28 40 40
-1.71438070413797 7.88112806704282 2.89997500419429e-05 ENSG00000163319.10 0.358117913267953 219 242 25 31
3.08842868687661 4.16988376357832 2.90990902203073e-05 ENSG00000130311.10 0.359344665130575 3 2 7 11
3.08690056355171 4.17106496205606 2.91766322628197e-05 ENSG00000148296.6 0.360302231813561 2 3 7 11
2.15659096379602 5.58939037462906 2.92925154050486e-05 ENSG00000107833.10 0.361733272736945 7 18 23 22
-2.07176366007501 6.64284375212452 2.93250360968818e-05 ENSG00000215301.10 0.362134870760394 128 66 10 8
3.09108990957187 4.17363998788308 2.93453483494139e-05 ENSG00000054611.13 0.362385706766912 2 3 9 9
3.08955540722333 4.17482218843532 2.94226585345774e-05 ENSG00000141985.9 0.363340410243497 1 4 9 9
3.09319744525375 4.17492890049351 2.94296324601936e-05 ENSG00000125733.17 0.363426531250931 2 3 10 8
-6.53301640918398 4.32567711139249 2.95261680244065e-05 ENSG00000174125.7 0.364618648933395 25 8 0 0
-6.5342416412883 4.32667033653255 2.95650476822231e-05 ENSG00000115966.16 0.365098773827772 24 9 0 0
-6.53669725785409 4.32865695652624 2.96427270254679e-05 ENSG00000071537.13 0.366058036037503 22 11 0 0
-6.53669725785409 4.32865695652624 2.96427270254679e-05 ENSG00000089123.15 0.366058036037503 22 11 0 0
-6.53669725785409 4.32865695652624 2.96427270254679e-05 ENSG00000113638.13 0.366058036037503 22 11 0 0
-6.53669725785409 4.32865695652624 2.96427270254679e-05 ENSG00000119922.9 0.366058036037503 22 11 0 0
2.31003129617139 5.15512674074934 2.96446424849695e-05 ENSG00000115216.13 0.366081690046888 9 8 17 17
-6.53792762909491 4.32965035040032 2.96815267761635e-05 ENSG00000119314.15 0.366537174158843 21 12 0 0
-6.53792762909491 4.32965035040032 2.96815267761635e-05 ENSG00000148481.13 0.366537174158843 21 12 0 0
-6.53792762909491 4.32965035040032 2.96815267761635e-05 ENSG00000167840.13 0.366537174158843 21 12 0 0
-6.53915970018787 4.33064379953906 2.9720299955669e-05 ENSG00000119004.15 0.367015984152556 20 13 0 0
-6.53915970018787 4.33064379953906 2.9720299955669e-05 ENSG00000184743.12 0.367015984152556 20 13 0 0
-6.54039346456364 4.331637303452 2.97590465954992e-05 ENSG00000186660.14 0.36749446640782 19 14 0 0
-6.5416289156685 4.33263086164842 2.97977667267363e-05 ENSG00000133328.3 0.367972621308466 18 15 0 0
-6.5416289156685 4.33263086164842 2.97977667267363e-05 ENSG00000163171.7 0.367972621308466 18 15 0 0
-6.54286604696477 4.33362447363732 2.98364603800343e-05 ENSG00000046647.13 0.368450449233043 17 16 0 0
-6.54286604696477 4.33362447363732 2.98364603800343e-05 ENSG00000117143.13 0.368450449233043 17 16 0 0
-6.54286604696477 4.33362447363732 2.98364603800343e-05 ENSG00000216895.9 0.368450449233043 17 16 0 0
-6.54286604696477 4.33362447363732 2.98364603800343e-05 ENSG00000235954.6 0.368450449233043 17 16 0 0
-6.54534532405883 4.33561185702725 2.99137683733263e-05 ENSG00000111203.12 0.369405125642207 15 18 0 0
-6.54534532405883 4.33561185702725 2.99137683733263e-05 ENSG00000164933.11 0.369405125642207 15 18 0 0
-6.54534532405883 4.33561185702725 2.99137683733263e-05 ENSG00000197343.10 0.369405125642207 15 18 0 0
-6.54658745685886 4.33660562744497 2.99523827725397e-05 ENSG00000048828.16 0.369881974858093 14 19 0 0
-6.54658745685886 4.33660562744497 2.99523827725397e-05 ENSG00000184203.7 0.369881974858093 14 19 0 0
-6.54783124385413 4.33759944968855 2.9990970812275e-05 ENSG00000148459.15 0.370358498560785 13 20 0 0
-6.54783124385413 4.33759944968855 2.9990970812275e-05 ENSG00000225972.1 0.370358498560785 13 20 0 0
-6.54783124385413 4.33759944968855 2.9990970812275e-05 ENSG00000277053.4 0.370358498560785 13 20 0 0
2.51310775279529 4.84104341810635 3.00137577110319e-05 ENSG00000143393.16 0.370639893973532 5 7 12 16
-3.09125947385367 5.21592149444624 3.0273858264818e-05 ENSG00000123600.19 0.373851875712237 36 31 1 2
3.69576816170671 3.64716847081874 3.06070822699004e-05 ENSG00000005882.11 0.377966858951 1 1 9 3
3.69573757144867 3.64461797093379 3.06070822699004e-05 ENSG00000087008.15 0.377966858951 0 2 6 6
4.49191937729994 3.58294645074327 3.06070822699004e-05 ENSG00000091073.19 0.377966858951 0 1 7 5
3.69574603126029 3.64591790801653 3.06070822699004e-05 ENSG00000092929.11 0.377966858951 0 2 7 5
6.53013419281603 3.59391007823194 3.06070822699004e-05 ENSG00000100101.15 0.377966858951 0 0 6 7
6.53014265219305 3.59522435089872 3.06070822699004e-05 ENSG00000103126.14 0.377966858951 0 0 7 6
6.53014265219305 3.59522435089872 3.06070822699004e-05 ENSG00000105325.13 0.377966858951 0 0 7 6
6.53013419281603 3.59391007823194 3.06070822699004e-05 ENSG00000114554.11 0.377966858951 0 0 6 7
6.53014265219305 3.59522435089872 3.06070822699004e-05 ENSG00000124920.13 0.377966858951 0 0 7 6
4.49191091748832 3.58164049577835 3.06070822699004e-05 ENSG00000125910.5 0.377966858951 0 1 6 6
6.5301511116196 3.59653969592283 3.06070822699004e-05 ENSG00000127580.16 0.377966858951 0 0 8 5
6.53010881498223 3.58997367995958 3.06070822699004e-05 ENSG00000129911.8 0.377966858951 0 0 3 10
6.53012573348856 3.59259687647994 3.06070822699004e-05 ENSG00000131187.9 0.377966858951 0 0 5 8
6.53012573348856 3.59259687647994 3.06070822699004e-05 ENSG00000137486.16 0.377966858951 0 0 5 8
6.53010881498223 3.58997367995958 3.06070822699004e-05 ENSG00000143537.13 0.377966858951 0 0 3 10
3.69576295103219 3.64852092445331 3.06070822699004e-05 ENSG00000144589.21 0.377966858951 0 2 9 3
3.69574603126029 3.64591790801653 3.06070822699004e-05 ENSG00000147443.12 0.377966858951 0 2 7 5
6.53010035580337 3.58866368231562 3.06070822699004e-05 ENSG00000162073.13 0.377966858951 0 0 2 11
6.53016803062132 3.59917360882272 3.06070822699004e-05 ENSG00000174996.11 0.377966858951 0 0 10 3
6.53013419281603 3.59391007823194 3.06070822699004e-05 ENSG00000177666.16 0.377966858951 0 0 6 7
6.53014265219305 3.59522435089872 3.06070822699004e-05 ENSG00000188807.12 0.377966858951 0 0 7 6
3.6957291116866 3.64331907944116 3.06070822699004e-05 ENSG00000198113.2 0.377966858951 0 2 5 7
6.53013419281603 3.59391007823194 3.06070822699004e-05 ENSG00000198286.9 0.377966858951 0 0 6 7
6.53014265219305 3.59522435089872 3.06070822699004e-05 ENSG00000214530.9 0.377966858951 0 0 7 6
4.49189074926957 3.57635647772261 3.06070822699004e-05 ENSG00000230897.1 0.377966858951 1 0 3 9
3.69574278212319 3.64326765201919 3.06070822699004e-05 ENSG00000239382.10 0.377966858951 1 1 6 6
6.5301511116196 3.59653969592283 3.06070822699004e-05 ENSG00000249240.2 0.377966858951 0 0 8 5
6.53013419281603 3.59391007823194 3.06070822699004e-05 ENSG00000254806.5 0.377966858951 0 0 6 7
6.53010881498223 3.58997367995958 3.06070822699004e-05 ENSG00000258924.4 0.377966858951 0 0 3 10
6.53011727421062 3.59128474420207 3.06070822699004e-05 ENSG00000275410.4 0.377966858951 0 0 4 9
6.53010881498223 3.58997367995958 3.06070822699004e-05 ENSG00000285920.1 0.377966858951 0 0 3 10
2.24350358763318 5.40254743152586 3.06376216767145e-05 ENSG00000166888.11 0.378343990085747 8 13 22 18
-1.82763427107678 7.27667499799853 3.08089356335857e-05 ENSG00000150316.11 0.38045954613915 167 135 10 24
-1.49470672990903 9.98478962828027 3.08524923295471e-05 ENSG00000135390.18 0.380997427777578 1069 933 123 160
-2.38223171538407 5.98977816283629 3.0974649694186e-05 ENSG00000126226.21 0.382505949073503 71 49 4 5
2.25350764869293 5.41913046821577 3.11115820870242e-05 ENSG00000167747.14 0.384196927192662 6 15 13 28
-1.43124449249893 11.7062045568114 3.1470014369913e-05 ENSG00000130255.12 0.388623207454056 2535 3984 446 525
1.9562288306819 6.25121726531096 3.2490247432621e-05 ENSG00000110107.8 0.401222065545437 16 28 29 40
-2.04358957671289 6.62667060576065 3.29844637476715e-05 ENSG00000125450.10 0.407325142819995 91 98 12 6
2.22481993906439 5.24631836391774 3.30426362965018e-05 ENSG00000176407.17 0.408043515625501 11 8 13 23
2.49246805141344 4.93784167524227 3.31040237749902e-05 ENSG00000116871.15 0.408801589597354 3 10 12 18
