logFC logCPM PValue gene_name adj_pval illumina_TPM_1 illumina_TPM_2 GM12878_ONT_Rep1_GM12878_batch1 GM12878_ONT_Rep2_GM12878_batch1
5.60901390115091 5.73424367758627 2.88902825368854e-16 ENSG00000204469.12 3.56766099047997e-12 0 3 33 32
5.22735255113356 5.74308196530724 2.93646693108676e-16 ENSG00000105063.18 3.62624301319904e-12 1 3 29 36
-3.00746162237516 11.3884343979151 3.05900994727122e-16 ENSG00000140264.19 3.77757138388522e-12 2812 3566 148 169
-9.21263172699216 6.55815228532496 3.17188995074805e-16 ENSG00000115310.17 3.91696690017876e-12 95 116 0 0
-3.14396158892114 10.1054049313737 3.18227026583884e-16 ENSG00000159199.13 3.92978555128439e-12 1418 1219 48 71
3.5947302623977 7.83646100107438 3.31111757266718e-16 ENSG00000130592.15 4.0888990904867e-12 14 35 106 134
-3.53012005293279 8.66838087260636 3.355670123081e-16 ENSG00000120699.12 4.14391703499273e-12 507 459 17 16
3.87901672728507 7.27071581111236 3.38158693461282e-16 ENSG00000173457.10 4.17592170555337e-12 7 21 71 97
8.86496206071383 5.71363979622582 3.50137262345169e-16 ENSG00000235288.3 4.32384505270049e-12 0 0 33 33
-3.35342464010106 9.13000819739528 3.81514061529882e-16 ENSG00000138495.6 4.71131714583251e-12 602 726 21 31
4.39164213640275 6.49508167445744 5.21146959346232e-16 ENSG00000110651.11 6.43564380096662e-12 4 8 52 51
-3.28943435868647 9.27755782235903 5.43258809927777e-16 ENSG00000129235.10 6.70870304379812e-12 680 791 27 33
6.08270576345176 5.67836063143875 6.62056303223467e-16 ENSG00000176619.12 8.17573328850659e-12 0 2 36 27
-3.17966817758195 9.62873071991938 7.19427951824e-16 ENSG00000014641.17 8.88421577707457e-12 1024 863 33 50
-9.15530135076329 6.50765160939829 7.32683913981583e-16 ENSG00000166347.18 9.04791365375857e-12 95 108 0 0
-9.15853166272679 6.51092266628057 7.33278346603074e-16 ENSG00000112149.9 9.05525430220136e-12 104 100 0 0
-3.10249229394284 10.0537041947518 7.49094661951079e-16 ENSG00000203875.11 9.25056998043387e-12 1042 1471 45 73
-9.14471433102419 6.4979035972673 8.68709488050226e-16 ENSG00000165637.13 1.07276934679322e-11 86 115 0 0
8.78625694895232 5.63552440997268 9.84760055612684e-16 ENSG00000267426.5 1.2160801926761e-11 0 0 25 38
8.79344227679812 5.64019611879723 9.93702349703146e-16 ENSG00000203812.2 1.22712303164842e-11 0 0 29 34
4.73812244350825 6.05335206003002 1.49861244849209e-15 ENSG00000196642.18 1.85063651264288e-11 2 5 27 52
5.03465317044027 5.85911106635182 1.59374042291215e-15 ENSG00000180096.11 1.96811004825421e-11 3 2 28 42
5.03803743239177 5.86132006505787 1.59963675817186e-15 ENSG00000123143.12 1.97539143266643e-11 3 2 30 40
-9.09875747374487 6.46006394581796 1.73370620938944e-15 ENSG00000134440.11 2.14095379797501e-11 137 61 0 0
-3.10281102074682 9.74283384251414 1.7775836579776e-15 ENSG00000265241.6 2.19513805923654e-11 948 1077 32 63
8.75418680233247 5.59615880656901 1.90086598397862e-15 ENSG00000277726.4 2.3473794036152e-11 0 0 32 29
5.01527824043622 5.84157174346103 1.91666072266598e-15 ENSG00000119383.19 2.36688432642022e-11 2 3 30 39
-9.0827938309369 6.4445074389206 2.06254905549824e-15 ENSG00000197061.4 2.54704182863478e-11 106 88 0 0
-9.08244360700076 6.44506661495835 2.06283511260242e-15 ENSG00000155307.18 2.54739508055272e-11 123 72 0 0
-3.26856431553077 9.01045243506491 2.24506438082531e-15 ENSG00000118640.10 2.77243000388118e-11 573 641 25 25
3.60223888081448 7.58523468212314 2.44531048815527e-15 ENSG00000196924.15 3.01971392182294e-11 5 36 102 100
-3.15504102950803 9.40118895221207 2.86714759394392e-15 ENSG00000154473.17 3.54064056376134e-11 1031 582 36 35
-9.06605962143532 6.43082190603638 2.94062089237046e-15 ENSG00000143815.14 3.63137273998829e-11 125 68 0 0
3.89167531516254 6.90778930217189 3.07648573411142e-15 ENSG00000231925.11 3.79915223305419e-11 10 12 62 70
-3.79235651648876 7.92259933227793 3.57435268233302e-15 ENSG00000198015.12 4.41396812741304e-11 341 228 10 6
8.69503604164995 5.53884430261641 3.60495281651649e-15 ENSG00000271810.5 4.45175623311621e-11 0 0 25 34
-9.03468147913261 6.40337299459107 4.19533991995645e-15 ENSG00000104765.15 5.18082526715422e-11 125 64 0 0
-9.03921210716431 6.40510457948243 4.19713720778241e-15 ENSG00000141682.11 5.18304473789049e-11 83 104 0 0
-9.02851181599491 6.39691009974141 5.02790429311975e-15 ENSG00000029639.10 6.20895901157358e-11 105 82 0 0
